z_daughter,a_daughter,element_daughter,z_parent,a_parent,element_parent,daughter_level_idx,independent_thermal_fy,unc_it,independent_fast_fy,unc_if,independent_14mev_fy,unc_i14,independent_spontaneous_fy,unc_isf,Extraction_date
24,54,Cr,92,238,U,0,,,,,0,0,,,2024-11-18
24,55,Cr,92,238,U,0,,,,,0,0,,,2024-11-18
24,56,Cr,92,238,U,0,,,,,0.0000000000023934,0.00000000000090599,,,2024-11-18
24,57,Cr,92,238,U,0,,,,,0.0000000000226,0.0000000000081196,,,2024-11-18
24,58,Cr,92,238,U,0,,,,,0.00000000017817,0.000000000050162,,,2024-11-18
24,59,Cr,92,238,U,0,,,,,0.00000000071978,0.00000000016207,,,2024-11-18
24,60,Cr,92,238,U,0,,,,,0.0000000024066,0.00000000045398,,,2024-11-18
24,61,Cr,92,238,U,0,,,0.0000000000014158,0.00000000000036274,0.0000000046554,0.0000000011669,,,2024-11-18
24,62,Cr,92,238,U,0,,,0.0000000000031724,0.00000000000099965,0.0000000075069,0.0000000023269,,,2024-11-18
24,63,Cr,92,238,U,0,,,0.0000000000034819,0.0000000000012952,0.0000000060262,0.000000002232,,,2024-11-18
24,64,Cr,92,238,U,0,,,0.0000000000031046,0.0000000000012022,0.0000000039882,0.000000001539,,,2024-11-18
24,65,Cr,92,238,U,0,,,0.0000000000014119,0.00000000000055501,0.0000000013563,0.00000000053288,,,2024-11-18
24,66,Cr,92,238,U,0,,,,,0.00000000034858,0.00000000013284,0,0,2026-02-19
24,67,Cr,92,238,U,0,,,,,0.000000000033478,0.000000000015522,0,0,2026-02-19
24,68,Cr,92,238,U,0,,,,,,,0,0,2026-02-19
24,70,Cr,92,238,U,0,,,,,,,0,0,2026-02-19
25,55,Mn,92,238,U,0,,,,,0,0,,,2024-11-18
25,56,Mn,92,238,U,0,,,,,0,0,,,2024-11-18
25,57,Mn,92,238,U,0,,,,,0,0,,,2024-11-18
25,58,Mn,92,238,U,0,,,,,0.0000000000054957,0.0000000000021203,,,2024-11-18
25,59,Mn,92,238,U,0,,,,,0.000000000086486,0.000000000032443,,,2024-11-18
25,60,Mn,92,238,U,0,,,,,0.000000000036787,0.000000000013107,,,2024-11-18
25,60,Mn,92,238,U,1,,,,,0.00000000059529,0.00000000021209,,,2024-11-18
25,61,Mn,92,238,U,0,,,0.0000000000013418,0.00000000000035542,0.0000000041107,0.0000000011127,,,2024-11-18
25,62,Mn,92,238,U,0,,,0.0000000000054609,0.0000000000011925,0.000000012666,0.0000000028026,,,2024-11-18
25,62,Mn,92,238,U,1,,,0.0000000000008552,0.00000000000018674,0.000000001245,0.00000000027549,,,2024-11-18
25,63,Mn,92,238,U,0,,,0.000000000023914,0.0000000000050438,0.000000038405,0.0000000079809,,,2024-11-18
25,64,Mn,92,238,U,0,,,0.000000000048495,0.00000000001448,0.000000057581,0.000000016861,,,2024-11-18
25,65,Mn,92,238,U,0,,,0.000000000084288,0.000000000029301,0.000000074566,0.000000025647,,,2024-11-18
25,66,Mn,92,238,U,0,,,0.000000000071743,0.000000000027409,0.00000004794,0.000000017624,2.52004e-14,1.61283e-14,2026-02-19
25,67,Mn,92,238,U,0,,,0.000000000050756,0.000000000019762,0.000000019013,0.0000000087652,1.11002e-14,7.10411e-15,2026-02-19
25,68,Mn,92,238,U,0,,,0.000000000017818,0.0000000000069295,0.0000000046905,0.0000000018241,0,0,2026-02-19
25,69,Mn,92,238,U,0,,,0.0000000000045947,0.0000000000017922,0.00000000085434,0.0000000003333,0,0,2026-02-19
25,70,Mn,92,238,U,0,,,,,,,0,0,2026-02-19
25,71,Mn,92,238,U,0,,,,,,,0,0,2026-02-19
26,56,Fe,92,238,U,0,,,,,0,0,,,2024-11-18
26,57,Fe,92,238,U,0,,,,,0,0,,,2024-11-18
26,58,Fe,92,238,U,0,,,,,0,0,,,2024-11-18
26,59,Fe,92,238,U,0,,,,,0,0,,,2024-11-18
26,60,Fe,92,238,U,0,,,,,0.000000000015142,0.0000000000060322,,,2024-11-18
26,61,Fe,92,238,U,0,,,0,0,0.00000000023482,0.000000000090228,,,2024-11-18
26,62,Fe,92,238,U,0,,,0.0000000000014007,0.00000000000050186,0.0000000028637,0.0000000010335,,,2024-11-18
26,63,Fe,92,238,U,0,,,0.000000000011392,0.0000000000036388,0.000000017033,0.0000000055252,,,2024-11-18
26,64,Fe,92,238,U,0,,,0.000000000077185,0.000000000017385,0.00000008538,0.000000019652,,,2024-11-18
26,65,Fe,92,238,U,0,,,0.00000000028372,0.0000000000566,0.00000023342,0.000000046723,,,2024-11-18
26,66,Fe,92,238,U,0,,,0.00000000084578,0.00000000018251,0.00000052376,0.00000009713,4.71007e-13,3.01445e-13,2026-02-19
26,67,Fe,92,238,U,0,,,0.0000000013855,0.00000000042748,0.00000047914,0.00000018766,7.51012e-13,4.80648e-13,2026-02-19
26,68,Fe,92,238,U,0,,,0.0000000018893,0.00000000066572,0.00000045753,0.00000015975,8.37013e-13,5.35688e-13,2026-02-19
26,69,Fe,92,238,U,0,,,0.0000000012379,0.00000000047262,0.00000021118,0.000000080442,4.86008e-13,3.11045e-13,2026-02-19
26,70,Fe,92,238,U,0,,,0.00000000063755,0.00000000025293,0.000000077268,0.000000030589,1.98003e-13,1.26722e-13,2026-02-19
26,71,Fe,92,238,U,0,,,0.00000000017236,0.000000000067571,0.000000014858,0.0000000058265,4.19007e-14,2.68164e-14,2026-02-19
26,72,Fe,92,238,U,0,,,0.000000000034768,0.000000000013535,0.0000000021314,0.00000000082181,0,0,2026-02-19
26,73,Fe,92,238,U,0,,,,,,,0,0,2026-02-19
26,74,Fe,92,238,U,0,,,,,,,0,0,2026-02-19
26,75,Fe,92,238,U,0,,,,,,,2.16387e-19,1.38487e-19,2026-02-19
26,76,Fe,92,238,U,0,,,,,,,0,0,2026-02-19
27,59,Co,92,238,U,0,,,,,0,0,,,2024-11-18
27,61,Co,92,238,U,0,,,0,0,0,0,,,2024-11-18
27,62,Co,92,238,U,0,,,0,0,0.0000000000037843,0.0000000000014713,,,2024-11-18
27,62,Co,92,238,U,1,,,,,0.000000000017089,0.0000000000066437,,,2024-11-18
27,63,Co,92,238,U,0,,,0,0,0.0000000004872,0.00000000019073,,,2024-11-18
27,64,Co,92,238,U,0,,,0.000000000005588,0.0000000000021396,0.0000000057234,0.0000000021934,,,2024-11-18
27,65,Co,92,238,U,0,,,0.000000000072475,0.00000000002569,0.000000055415,0.000000019805,,,2024-11-18
27,66,Co,92,238,U,0,,,0.00000000045884,0.00000000014235,0.00000026466,0.00000007907,3.05005e-13,1.95203e-13,2026-02-19
27,67,Co,92,238,U,0,,,0.0000000025091,0.00000000054812,0.00000080808,0.00000026937,1.48002e-12,9.47215e-13,2026-02-19
27,68,Co,92,238,U,-2,,,0.0000000031241,0.00000000066777,0.00000049697,0.00000010546,,,2024-11-18
27,68,Co,92,238,U,0,,,0.0000000041854,0.00000000089463,0.0000011475,0.00000024352,5.09008e-12,3.25765e-12,2026-02-19
27,69,Co,92,238,U,0,,,0.000000017056,0.0000000043165,0.000002693,0.00000066657,1.02002e-11,6.5281e-12,2026-02-19
27,70,Co,92,238,U,0,,,0.000000010352,0.0000000035691,0.0000011568,0.00000039379,1.49002e-11,9.53615e-12,2026-02-19
27,70,Co,92,238,U,1,,,0.000000010352,0.0000000035691,0.0000011568,0.00000039379,,,2024-11-18
27,71,Co,92,238,U,0,,,0.000000022074,0.0000000081824,0.0000017487,0.0000006449,1.25002e-11,8.00013e-12,2026-02-19
27,72,Co,92,238,U,0,,,0.000000011443,0.0000000044043,0.00000064317,0.00000024477,7.55012e-12,4.83208e-12,2026-02-19
27,73,Co,92,238,U,0,,,0.0000000046333,0.0000000018255,0.00000020411,0.000000083635,2.40004e-12,1.53602e-12,2026-02-19
27,74,Co,92,238,U,0,,,0.0000000009325,0.00000000036259,0.000000030794,0.000000011945,4.31007e-13,2.75844e-13,2026-02-19
27,75,Co,92,238,U,0,,,0.00000000014165,0.00000000005544,0.0000000035078,0.0000000013671,4.59005e-14,2.93763e-14,2026-02-19
27,76,Co,92,238,U,0,,,,,,,0,0,2026-02-19
27,77,Co,92,238,U,0,,,,,,,1.80515e-17,1.1553e-17,2026-02-19
27,78,Co,92,238,U,0,,,,,,,1.38577e-18,8.86892e-19,2026-02-19
27,79,Co,92,238,U,0,,,,,,,3.49231e-19,2.23508e-19,2026-02-19
28,61,Ni,92,238,U,0,,,0,0,0,0,,,2024-11-18
28,62,Ni,92,238,U,0,,,0,0,0,0,,,2024-11-18
28,63,Ni,92,238,U,0,,,0,0,0,0,,,2024-11-18
28,64,Ni,92,238,U,0,,,0,0,0.000000000029371,0.00000000001151,,,2024-11-18
28,65,Ni,92,238,U,0,,,0.0000000000010228,0.00000000000040228,0.00000000071967,0.00000000028303,,,2024-11-18
28,66,Ni,92,238,U,0,,,0.000000000024934,0.00000000000972,0.000000013282,0.0000000050137,1.21002e-14,7.74412e-15,2026-02-19
28,67,Ni,92,238,U,0,,,0.00000000031264,0.0000000001172,0.000000093353,0.000000042058,2.04003e-13,1.30562e-13,2026-02-19
28,68,Ni,92,238,U,0,,,0.0000000031627,0.0000000010284,0.0000006619,0.0000002182,2.18003e-12,1.39522e-12,2026-02-19
28,69,Ni,92,238,U,0,,,0.0000000077715,0.0000000020834,0.0000011432,0.00000031308,1.33002e-11,8.51213e-12,2026-02-19
28,69,Ni,92,238,U,1,,,0.0000000077715,0.0000000020834,0.0000011432,0.00000031308,,,2024-11-18
28,70,Ni,92,238,U,0,,,0.000000063174,0.000000012204,0.0000065701,0.0000012833,5.78009e-11,3.69926e-11,2026-02-19
28,71,Ni,92,238,U,0,,,0.00000014576,0.000000031085,0.000010715,0.0000022501,1.58003e-10,1.01122e-10,2026-02-19
28,72,Ni,92,238,U,0,,,0.0000002739,0.000000072204,0.000014231,0.0000035851,3.26005e-10,2.08643e-10,2026-02-19
28,73,Ni,92,238,U,0,,,0.00000026592,0.000000093012,0.00001079,0.0000039321,3.95006e-10,2.52804e-10,2026-02-19
28,74,Ni,92,238,U,0,,,0.000000214,0.000000079918,0.0000064903,0.0000024064,2.87005e-10,1.83683e-10,2026-02-19
28,75,Ni,92,238,U,0,,,0.0000000844,0.000000032806,0.0000019153,0.00000074047,1.24002e-10,7.93613e-11,2026-02-19
28,76,Ni,92,238,U,0,,,0.000000025317,0.000000010091,0.00000043193,0.00000017139,3.40005e-11,2.17603e-11,2026-02-19
28,77,Ni,92,238,U,0,,,0.0000000039742,0.0000000015691,0.000000050801,0.000000018846,5.72007e-12,3.66085e-12,2026-02-19
28,78,Ni,92,238,U,0,,,0.00000000057875,0.00000000022481,0.0000000037639,0.0000000014104,5.17007e-13,3.30884e-13,2026-02-19
28,79,Ni,92,238,U,0,,,,,,,1.10663e-13,7.0824e-14,2026-02-19
28,80,Ni,92,238,U,0,,,,,,,0,0,2026-02-19
28,81,Ni,92,238,U,0,,,,,,,2.24872e-17,1.43918e-17,2026-02-19
28,82,Ni,92,238,U,0,,,,,,,0,0,2026-02-19
29,63,Cu,92,238,U,0,,,0,0,0,0,,,2024-11-18
29,65,Cu,92,238,U,0,,,0,0,0,0,,,2024-11-18
29,66,Cu,92,238,U,0,,,0,0,0.000000000020092,0.0000000000076585,0,0,2026-02-19
29,67,Cu,92,238,U,0,,,0.0000000000021242,0.00000000000083264,0.00000000058257,0.00000000027006,0,0,2026-02-19
29,68,Cu,92,238,U,0,,,0.000000000014363,0.0000000000055765,0.0000000018706,0.00000000072658,0,0,2026-02-19
29,68,Cu,92,238,U,1,,,,,,,1.84003e-14,1.17762e-14,2026-02-19
29,68,Cu,92,238,U,3,,,0.000000000039151,0.000000000015201,0.0000000084474,0.000000003281,,,2024-11-18
29,69,Cu,92,238,U,0,,,0.00000000099587,0.00000000038185,0.00000013546,0.000000052053,5.88009e-13,3.76326e-13,2026-02-19
29,70,Cu,92,238,U,0,,,0.00000000061721,0.00000000023185,0.00000003943,0.000000014862,2.10003e-12,1.34402e-12,2026-02-19
29,70,Cu,92,238,U,1,,,0.0000000078824,0.000000002961,0.00000080137,0.00000030206,6.3001e-12,4.03206e-12,2026-02-19
29,70,Cu,92,238,U,3,,,0.00000000061721,0.00000000023185,0.00000003943,0.000000014862,,,2024-11-18
29,71,Cu,92,238,U,0,,,0.000000072025,0.000000022808,0.0000049286,0.0000015851,7.22011e-11,4.62087e-11,2026-02-19
29,72,Cu,92,238,U,0,,,0.00000028372,0.000000073192,0.000013729,0.00000354,4.39007e-10,2.80964e-10,2026-02-19
29,73,Cu,92,238,U,0,,,0.00000092843,0.0000001833,0.000035025,0.0000080338,1.66003e-09,1.06242e-09,2026-02-19
29,74,Cu,92,238,U,0,,,0.0000016417,0.00000040511,0.000046153,0.00001113,4.03006e-09,2.57924e-09,2026-02-19
29,75,Cu,92,238,U,0,,,0.0000023896,0.00000072983,0.000050094,0.000014957,6.1001e-09,3.90406e-09,2026-02-19
29,76,Cu,92,238,U,0,,,0.0000008734,0.00000032489,0.000013716,0.000005046,6.5201e-09,4.17287e-09,2026-02-19
29,76,Cu,92,238,U,1,,,0.0000008734,0.00000032489,0.000013716,0.000005046,,,2024-11-18
29,77,Cu,92,238,U,0,,,0.0000011103,0.00000042915,0.000013028,0.0000047024,4.34007e-09,2.77764e-09,2026-02-19
29,78,Cu,92,238,U,0,,,0.00000043232,0.00000016737,0.0000026193,0.00000097742,1.67003e-09,1.06882e-09,2026-02-19
29,79,Cu,92,238,U,0,,,0.00000011539,0.00000004513,0.00000066533,0.00000025585,4.69897e-10,3.00734e-10,2026-02-19
29,80,Cu,92,238,U,0,,,0.000000013166,0.0000000051407,0.000000062076,0.000000023409,4.48007e-11,2.86725e-11,2026-02-19
29,81,Cu,92,238,U,0,,,,,,,4.77005e-12,3.05283e-12,2026-02-19
29,82,Cu,92,238,U,0,,,,,,,1.49002e-13,9.53615e-14,2026-02-19
29,83,Cu,92,238,U,0,,,,,,,1.16767e-15,7.47308e-16,2026-02-19
29,84,Cu,92,238,U,0,,,,,,,4.39586e-17,2.81335e-17,2026-02-19
30,66,Zn,92,238,U,0,,,0,0,0,0,0,0,2026-02-19
30,67,Zn,92,238,U,0,,,0,0,0,0,0,0,2026-02-19
30,68,Zn,92,238,U,0,,,0,0,0.000000000010712,0.0000000000041698,0,0,2026-02-19
30,69,Zn,92,238,U,0,,,0.00000000000049799,0.00000000000019425,0.000000000041362,0.000000000016137,0,0,2026-02-19
30,69,Zn,92,238,U,1,,,0.0000000000024733,0.00000000000096475,0.00000000032927,0.00000000012846,0,0,2026-02-19
30,70,Zn,92,238,U,0,,,0.00000000011075,0.000000000044078,0.0000000098294,0.0000000039066,5.72009e-14,3.66086e-14,2026-02-19
30,71,Zn,92,238,U,0,,,0.0000000003599,0.00000000014042,0.000000015127,0.0000000059082,3.59006e-13,2.29764e-13,2026-02-19
30,71,Zn,92,238,U,1,,,0.0000000017875,0.00000000069741,0.00000012042,0.000000047033,1.53002e-12,9.79216e-13,2026-02-19
30,72,Zn,92,238,U,0,,,0.000000031476,0.000000011867,0.0000014104,0.0000005282,3.98006e-11,2.54724e-11,2026-02-19
30,73,Zn,92,238,U,-2,,,0.00000002766,0.0000000098614,0.00000065389,0.00000024655,,,2024-11-18
30,73,Zn,92,238,U,0,,,0.000000019998,0.0000000071298,0.00000045964,0.00000017331,4.94008e-10,3.16165e-10,2026-02-19
30,73,Zn,92,238,U,1,,,0.00000018039,0.000000064315,0.0000068802,0.0000025941,,,2024-11-18
30,74,Zn,92,238,U,0,,,0.0000013649,0.0000003766,0.000035706,0.000010043,3.71006e-09,2.37444e-09,2026-02-19
30,75,Zn,92,238,U,0,,,0.0000041609,0.00000091983,0.000081116,0.000018223,1.66003e-08,1.06242e-08,2026-02-19
30,76,Zn,92,238,U,0,,,0.000010356,0.0000019638,0.00015103,0.000028327,5.64009e-08,3.60966e-08,2026-02-19
30,77,Zn,92,238,U,0,,,0.000012981,0.0000034217,0.00014764,0.000032544,1.25002e-07,8.00013e-08,2026-02-19
30,77,Zn,92,238,U,2,,,0.0000017283,0.00000045558,0.000012299,0.0000027111,,,2024-11-18
30,78,Zn,92,238,U,0,,,0.000021918,0.0000069152,0.00012466,0.000036681,1.79003e-07,1.14562e-07,2026-02-19
30,79,Zn,92,238,U,0,,,0.000014999,0.0000055721,0.000083422,0.000030333,2.00003e-07,1.28002e-07,2026-02-19
30,80,Zn,92,238,U,0,,,0.0000075346,0.0000029085,0.000036322,0.000013528,7.66012e-08,4.90248e-08,2026-02-19
30,81,Zn,92,238,U,0,,,0.0000018112,0.00000070187,0.0000070576,0.0000025806,3.64006e-08,2.32964e-08,2026-02-19
30,82,Zn,92,238,U,0,,,0.00000030598,0.00000011682,0.00000077938,0.00000027529,5.41009e-09,3.46245e-09,2026-02-19
30,83,Zn,92,238,U,0,,,0.000000023911,0.000000009042,0.000000034123,0.000000012351,3.70005e-10,2.36803e-10,2026-02-19
30,84,Zn,92,238,U,0,,,,,,,1.64002e-11,1.04961e-11,2026-02-19
30,85,Zn,92,238,U,0,,,,,,,3.14444e-14,2.01244e-14,2026-02-19
30,86,Zn,92,238,U,0,,,,,,,0,0,2026-02-19
30,87,Zn,92,238,U,0,,,,,,,7.02976e-16,4.49904e-16,2026-02-19
31,66,Ga,92,238,U,0,,,,,,,0,0,2026-02-19
31,67,Ga,92,238,U,0,,,,,,,0,0,2026-02-19
31,68,Ga,92,238,U,0,,,,,,,0,0,2026-02-19
31,69,Ga,92,238,U,0,,,0,0,0,0,0,0,2026-02-19
31,70,Ga,92,238,U,0,,,,,0.0000000000029476,0.0000000000011722,0,0,2026-02-19
31,71,Ga,92,238,U,0,,,0.000000000002996,0.000000000001175,0.0000000001732,0.000000000067952,0,0,2026-02-19
31,72,Ga,92,238,U,-2,,,0.00000000001025,0.0000000000039899,0.0000000002741,0.00000000010568,,,2024-11-18
31,72,Ga,92,238,U,0,,,0.00000000010427,0.00000000004059,0.0000000044355,0.0000000017101,3.92006e-14,2.50884e-14,2026-02-19
31,72,Ga,92,238,U,1,,,,,,,3.92006e-14,2.50884e-14,2026-02-19
31,73,Ga,92,238,U,0,,,0.0000000033374,0.0000000013156,0.00000010768,0.000000044165,3.90006e-12,2.49604e-12,2026-02-19
31,74,Ga,92,238,U,0,,,0.000000024133,0.0000000093025,0.0000005833,0.00000022455,5.50009e-11,3.52006e-11,2026-02-19
31,74,Ga,92,238,U,1,,,,,,,5.50009e-11,3.52006e-11,2026-02-19
31,74,Ga,92,238,U,2,,,0.000000024133,0.0000000093025,0.0000005833,0.00000022455,,,2024-11-18
31,75,Ga,92,238,U,0,,,0.00000053775,0.000000201,0.0000097224,0.0000036354,1.66003e-09,1.06242e-09,2026-02-19
31,76,Ga,92,238,U,0,,,0.000002916,0.0000010288,0.000039517,0.000014023,1.80003e-08,1.15202e-08,2026-02-19
31,77,Ga,92,238,U,0,,,0.000013903,0.0000037879,0.00014033,0.000034259,1.19002e-07,7.61612e-08,2026-02-19
31,78,Ga,92,238,U,0,,,0.000044235,0.000009621,0.00023662,0.000046607,5.21008e-07,3.33445e-07,2026-02-19
31,79,Ga,92,238,U,0,,,0.0001078,0.000022868,0.00057983,0.00011963,1.90003e-06,1.21602e-06,2026-02-19
31,80,Ga,92,238,U,0,,,0.0001317,0.000040046,0.00065237,0.00019045,2.49004e-06,1.59363e-06,2026-02-19
31,81,Ga,92,238,U,0,,,0.0001303,0.000045528,0.00055553,0.00018242,4.68007e-06,2.99525e-06,2026-02-19
31,82,Ga,92,238,U,0,,,0.00005958,0.000022227,0.00017551,0.000060515,3.04005e-06,1.94563e-06,2026-02-19
31,83,Ga,92,238,U,0,,,0.000020846,0.0000078478,0.000036617,0.000013186,9.14014e-07,5.84969e-07,2026-02-19
31,84,Ga,92,238,U,0,,,0.0000033957,0.0000012551,0.0000047873,0.0000016936,1.89003e-07,1.20962e-07,2026-02-19
31,85,Ga,92,238,U,0,,,0.00000038113,0.00000013695,0.00000020728,0.000000074453,6.67007e-09,4.26885e-09,2026-02-19
31,86,Ga,92,238,U,0,,,0.000000016155,0.000000005803,0.0000000077449,0.0000000028994,1.57002e-09,1.00482e-09,2026-02-19
31,87,Ga,92,238,U,0,,,,,,,1.49117e-10,9.5435e-11,2026-02-19
31,88,Ga,92,238,U,0,,,,,,,5.25359e-14,3.3623e-14,2026-02-19
31,89,Ga,92,238,U,0,,,,,,,4.71091e-15,3.01498e-15,2026-02-19
32,66,Ge,92,238,U,0,,,,,,,0,0,2026-02-19
32,67,Ge,92,238,U,0,,,,,,,0,0,2026-02-19
32,68,Ge,92,238,U,0,,,,,,,0,0,2026-02-19
32,69,Ge,92,238,U,0,,,,,,,0,0,2026-02-19
32,70,Ge,92,238,U,0,,,,,0,0,0,0,2026-02-19
32,71,Ge,92,238,U,0,,,,,,,0,0,2026-02-19
32,71,Ge,92,238,U,1,,,,,,,0,0,2026-02-19
32,72,Ge,92,238,U,0,,,0,0,0,0,0,0,2026-02-19
32,73,Ge,92,238,U,0,,,0.0000000000016626,0.00000000000065626,0.000000000052385,0.000000000021508,0,0,2026-02-19
32,73,Ge,92,238,U,1,,,,,,,0,0,2026-02-19
32,73,Ge,92,238,U,2,,,0.00000000000033475,0.00000000000013214,0.0000000000065806,0.0000000000027018,,,2024-11-18
32,74,Ge,92,238,U,0,,,0.00000000012206,0.000000000047469,0.0000000027039,0.000000001049,1.21002e-13,7.74412e-14,2026-02-19
32,75,Ge,92,238,U,0,,,0.00000000041269,0.00000000016148,0.0000000044864,0.0000000017481,9.45015e-13,6.0481e-13,2026-02-19
32,75,Ge,92,238,U,1,,,,,,,6.3201e-12,4.04486e-12,2026-02-19
32,75,Ge,92,238,U,2,,,0.0000000030996,0.0000000012128,0.000000053855,0.000000020984,,,2024-11-18
32,76,Ge,92,238,U,0,,,0.000000075601,0.000000030076,0.00000094463,0.00000037435,3.11005e-10,1.99043e-10,2026-02-19
32,77,Ge,92,238,U,0,,,0.0000007558,0.00000029358,0.0000073908,0.0000026981,6.3001e-09,4.03206e-09,2026-02-19
32,77,Ge,92,238,U,1,,,0.00000010063,0.000000039089,0.0000006157,0.00000022477,9.42015e-10,6.0289e-10,2026-02-19
32,78,Ge,92,238,U,0,,,0.0000099493,0.0000035541,0.00005011,0.000017302,1.08002e-07,6.91211e-08,2026-02-19
32,79,Ge,92,238,U,0,,,0.0000062973,0.0000019853,0.000021292,0.0000066789,6.1501e-07,3.93606e-07,2026-02-19
32,79,Ge,92,238,U,1,,,0.000047297,0.000014911,0.00025559,0.000080173,6.1501e-07,3.93606e-07,2026-02-19
32,80,Ge,92,238,U,0,,,0.00023152,0.000050249,0.0011459,0.00024071,4.75008e-06,3.04005e-06,2026-02-19
32,81,Ge,92,238,U,0,,,0.00042969,0.000084364,0.0020765,0.00038393,2.87705e-05,1.84131e-05,2026-02-19
32,81,Ge,92,238,U,1,,,0.000086517,0.000016986,0.00026084,0.000048229,,,2024-11-18
32,82,Ge,92,238,U,0,,,0.00089017,0.0001981,0.0030311,0.00063254,6.69411e-05,4.28423e-05,2026-02-19
32,83,Ge,92,238,U,0,,,0.00078431,0.00024454,0.0017116,0.000499,7.64612e-05,4.89352e-05,2026-02-19
32,84,Ge,92,238,U,0,,,0.00054052,0.00018432,0.0010029,0.00032553,6.71511e-05,4.29767e-05,2026-02-19
32,85,Ge,92,238,U,0,,,0.0001665,0.000058655,0.00012526,0.00004439,1.01802e-05,6.5153e-06,2026-02-19
32,86,Ge,92,238,U,0,,,0.000031843,0.000011395,0.000022609,0.0000084458,1.06902e-05,6.84171e-06,2026-02-19
32,87,Ge,92,238,U,0,,,0.0000031518,0.0000011249,0.000001302,0.0000004602,9.45866e-07,6.05354e-07,2026-02-19
32,88,Ge,92,238,U,0,,,0.00000023074,0.000000082334,0.000000058593,0.000000020339,1.96003e-08,1.25442e-08,2026-02-19
32,89,Ge,92,238,U,0,,,0.0000000077884,0.0000000027846,0.000000001167,0.00000000042175,1.49277e-09,9.55371e-10,2026-02-19
32,90,Ge,92,238,U,0,,,,,,,6.72316e-13,4.30282e-13,2026-02-19
32,91,Ge,92,238,U,0,,,,,,,6.80459e-14,4.35494e-14,2026-02-19
32,92,Ge,92,238,U,0,,,,,,,4.3101e-15,2.75846e-15,2026-02-19
33,69,As,92,238,U,0,,,,,,,0,0,2026-02-19
33,71,As,92,238,U,0,,,,,,,0,0,2026-02-19
33,72,As,92,238,U,0,,,,,,,0,0,2026-02-19
33,73,As,92,238,U,0,,,,,,,0,0,2026-02-19
33,74,As,92,238,U,0,,,,,,,0,0,2026-02-19
33,74,As,92,238,U,1,,,,,,,0,0,2026-02-19
33,75,As,92,238,U,0,,,0,0,0.000000000002041,0.00000000000079545,0,0,2026-02-19
33,75,As,92,238,U,4,,,0,0,0.000000000012611,0.0000000000049149,,,2024-11-18
33,76,As,92,238,U,0,,,0.000000000055784,0.000000000022255,0.00000000063808,0.00000000025347,9.63015e-14,6.1633e-14,2026-02-19
