Z daughter, A daughter, element daughter, Z parent, A parent, element parent, daughter level idx, independent thermal fy, unc, independent fast fy, unc, independent 14MeV fy, unc,Extraction_date
1,1,H,92,233,U,0,0.000033377,0.000011412,0.000033377,0.000011412,0.000030957,0.000011026,2024-11-18
1,2,H,92,233,U,0,0.000008466,0.0000022832,0.0000102,0.0000034121,0.0000094606,0.0000033002,2024-11-18
1,3,H,92,233,U,0,0.000114,0.000022627,0.000114,0.000034566,0.000248,0.000097157,2024-11-18
2,3,He,92,233,U,0,0,0,0,0,0,0,2024-11-18
2,4,He,92,233,U,0,0.00211,0.00012274,0.00211,0.00033264,0.001957,0.00035945,2024-11-18
2,6,He,92,233,U,0,0.00002153,0.0000059269,,,,,2024-11-18
2,8,He,92,233,U,0,0.0000003717,0.00000010025,,,,,2024-11-18
3,6,Li,92,233,U,0,0,0,,,,,2024-11-18
3,7,Li,92,233,U,0,0.000000764,0.00000020605,,,,,2024-11-18
3,8,Li,92,233,U,0,0.0000003717,0.00000010025,,,,,2024-11-18
3,9,Li,92,233,U,0,0.0000007434,0.00000020049,,,,,2024-11-18
4,8,Be,92,233,U,0,0,0,,,,,2024-11-18
4,9,Be,92,233,U,0,0.0000007434,0.00000023181,,,,,2024-11-18
4,10,Be,92,233,U,0,0.00000888,0.0000023645,,,,,2024-11-18
25,63,Mn,92,233,U,0,0.0000000000014505,0.00000000000052742,0.0000000000036314,0.0000000000010861,0.00000033146,0.000000095152,2024-11-18
25,64,Mn,92,233,U,0,0.0000000000022433,0.00000000000086815,0.0000000000062716,0.0000000000023232,0.00000025787,0.000000094256,2024-11-18
25,65,Mn,92,233,U,0,0.0000000000030202,0.0000000000011551,0.0000000000091046,0.000000000003469,0.00000017507,0.000000066344,2024-11-18
25,66,Mn,92,233,U,0,0.0000000000019456,0.00000000000074172,0.000000000006243,0.0000000000024201,0.000000057872,0.000000021972,2024-11-18
26,62,Fe,92,233,U,0,0.000000000001099,0.00000000000022464,0,0,0.00000013956,0.000000041359,2024-11-18
26,63,Fe,92,233,U,0,0.0000000000065401,0.000000000001219,0.0000000000058265,0.0000000000013167,0.00000045807,0.00000010805,2024-11-18
26,64,Fe,92,233,U,0,0.000000000031856,0.0000000000063501,0.000000000034928,0.0000000000065925,0.000001231,0.00000023083,2024-11-18
26,65,Fe,92,233,U,0,0.000000000092282,0.000000000025768,0.00000000011559,0.000000000029238,0.0000018902,0.00000045665,2024-11-18
26,66,Fe,92,233,U,0,0.00000000020259,0.000000000067729,0.00000000030446,0.000000000095499,0.0000023802,0.00000069773,2024-11-18
26,67,Fe,92,233,U,0,0.00000000022113,0.000000000083731,0.00000000037935,0.00000000014112,0.0000017704,0.00000064514,2024-11-18
26,68,Fe,92,233,U,0,0.00000000018215,0.000000000073238,0.00000000036952,0.00000000014324,0.00000079322,0.00000030513,2024-11-18
26,69,Fe,92,233,U,0,0.000000000088493,0.000000000035073,0.00000000017703,0.000000000069608,0.00000017663,0.000000069329,2024-11-18
26,70,Fe,92,233,U,0,0.000000000032509,0.000000000012589,0.000000000060939,0.000000000023963,0.00000002878,0.000000011346,2024-11-18
26,71,Fe,92,233,U,0,0.0000000000060439,0.0000000000023206,0.000000000010114,0.0000000000039705,0.0000000023109,0.00000000090411,2024-11-18
27,62,Co,92,233,U,0,0,0,0,0,0.00000000067342,0.00000000026037,2024-11-18
27,63,Co,92,233,U,0,0.000000000001317,0.00000000000048346,0,0,0.000000046237,0.000000017468,2024-11-18
27,64,Co,92,233,U,0,0.000000000012938,0.0000000000042915,0.0000000000092493,0.0000000000032918,0.00000027986,0.00000010144,2024-11-18
27,65,Co,92,233,U,0,0.00000000011402,0.000000000028238,0.00000000010511,0.000000000028198,0.0000014811,0.00000041549,2024-11-18
27,66,Co,92,233,U,0,0.00000000050785,0.00000000012512,0.00000000059393,0.00000000013016,0.0000039943,0.00000085165,2024-11-18
27,67,Co,92,233,U,0,0.0000000017694,0.00000000051057,0.0000000026086,0.00000000055033,0.000010405,0.0000020562,2024-11-18
27,68,Co,92,233,U,0,0.0000000016906,0.00000000061652,0.000000003389,0.0000000010181,0.0000075139,0.0000021653,2024-11-18
27,68,Co,92,233,U,-2,0.0000000014915,0.00000000054388,0.0000000025296,0.00000000075992,0.0000032541,0.00000093773,2024-11-18
27,69,Co,92,233,U,0,0.0000000053382,0.0000000020254,0.000000011123,0.0000000038904,0.000009331,0.0000031903,2024-11-18
27,70,Co,92,233,U,0,0.0000000022953,0.0000000008794,0.0000000049371,0.0000000018882,0.0000019484,0.00000074245,2024-11-18
27,70,Co,92,233,U,1,0.0000000022953,0.0000000008794,0.0000000049371,0.0000000018882,0.0000019484,0.00000074245,2024-11-18
27,71,Co,92,233,U,0,0.0000000031143,0.0000000011932,0.0000000069773,0.0000000027229,0.0000013261,0.00000051476,2024-11-18
27,72,Co,92,233,U,0,0.00000000098861,0.00000000038279,0.0000000023555,0.00000000091595,0.00000021512,0.000000078657,2024-11-18
27,73,Co,92,233,U,0,0.00000000024482,0.000000000096677,0.00000000056336,0.0000000002197,0.000000032631,0.000000012693,2024-11-18
27,74,Co,92,233,U,0,0.000000000030047,0.000000000011959,0.000000000061638,0.000000000024599,0.0000000023538,0.00000000093338,2024-11-18
27,75,Co,92,233,U,0,0.0000000000032619,0.0000000000012268,0.0000000000053289,0.0000000000020855,0.00000000013841,0.000000000053889,2024-11-18
28,62,Ni,92,233,U,0,0,0,0,0,0.0000000000068843,0.0000000000026767,2024-11-18
28,63,Ni,92,233,U,0,0,0,0,0,0.00000000022885,0.000000000089353,2024-11-18
28,64,Ni,92,233,U,0,0.0000000000013684,0.00000000000053527,0,0,0.0000000056913,0.0000000022702,2024-11-18
28,65,Ni,92,233,U,0,0.000000000025679,0.0000000000092207,0.0000000000062027,0.0000000000023813,0.000000074087,0.000000028562,2024-11-18
28,66,Ni,92,233,U,0,0.00000000035715,0.00000000010468,0.00000000012895,0.000000000046301,0.00000074134,0.0000002642,2024-11-18
28,67,Ni,92,233,U,0,0.0000000024947,0.00000000058565,0.0000000012442,0.0000000003973,0.0000042692,0.0000013877,2024-11-18
28,68,Ni,92,233,U,0,0.000000013687,0.0000000024688,0.0000000096344,0.0000000021554,0.000015106,0.000003536,2024-11-18
28,69,Ni,92,233,U,0,0.000000023534,0.0000000046839,0.000000019581,0.0000000039025,0.000014103,0.000002828,2024-11-18
28,69,Ni,92,233,U,1,0.000000023534,0.0000000046839,0.000000019581,0.0000000039025,0.000014103,0.000002828,2024-11-18
28,70,Ni,92,233,U,0,0.00000013105,0.000000031841,0.00000012487,0.000000027453,0.000041984,0.0000088476,2024-11-18
28,71,Ni,92,233,U,0,0.00000019694,0.000000064477,0.00000021009,0.000000066186,0.000033726,0.000010232,2024-11-18
