z_daughter,a_daughter,element_daughter,z_parent,a_parent,element_parent,daughter_level_idx,independent_thermal_fy,unc_it,independent_fast_fy,unc_if,independent_14mev_fy,unc_i14,Extraction_date
27,65,Co,92,235,U,0,0.0000000000095415,0.0000000000032235,0.000000000029596,0.0000000000068044,0.00000044841,0.00000013396,2024-03-14
27,66,Co,92,235,U,0,0.000000000064275,0.000000000018231,0.0000000001484,0.000000000029672,0.00000036438,0.00000013854,2024-03-14
27,67,Co,92,235,U,0,0.00000000037635,0.00000000008277,0.00000000054434,0.000000000126,0.00000041696,0.00000015291,2024-03-14
27,68,Co,92,235,U,0,0.00000000050089,0.00000000014848,0.00000000061194,0.00000000020193,0.0000001225,0.000000046349,2024-03-14
27,68,Co,92,235,U,-2,0.00000000044188,0.00000000013099,0.00000000045676,0.00000000015073,0.000000053051,0.000000020072,2024-03-14
27,69,Co,92,235,U,0,0.0000000021095,0.00000000073415,0.0000000016525,0.00000000061293,0.000000093495,0.00000003646,2024-03-14
27,70,Co,92,235,U,0,0.000000001058,0.00000000041738,0.00000000062365,0.00000000024141,0.00000001026,0.0000000039637,2024-03-14
27,70,Co,92,235,U,1,0.000000001058,0.00000000041738,0.00000000062365,0.00000000024141,0.00000001026,0.0000000039637,2024-03-14
27,71,Co,92,235,U,0,0.0000000021424,0.00000000082601,0.00000000067629,0.00000000026774,0.0000000057961,0.0000000022256,2024-03-14
27,72,Co,92,235,U,0,0.00000000089953,0.0000000003427,0.00000000018044,0.000000000070765,0.00000000054451,0.00000000020381,2024-03-14
27,73,Co,92,235,U,0,0.00000000027552,0.00000000011096,0.000000000031693,0.000000000012424,0.0000000001308,0.000000000048252,2024-03-14
27,74,Co,92,235,U,0,0.000000000040663,0.00000000001644,0.0000000000026088,0.0000000000010495,0.00000000001023,0.0000000000039035,2024-03-14
27,75,Co,92,235,U,0,0.0000000000042465,0.0000000000016382,,,0.0000000000010225,0.00000000000039896,2024-03-14
28,64,Ni,92,235,U,0,0,0,0,0,0.00000030573,0.00000007191,2024-03-14
28,65,Ni,92,235,U,0,0,0,0.000000000002255,0.00000000000086348,0.00000071088,0.0000001669,2024-03-14
28,66,Ni,92,235,U,0,0.000000000012626,0.0000000000046773,0.000000000042034,0.000000000014709,0.0000021068,0.0000004539,2024-03-14
28,67,Ni,92,235,U,0,0.0000000001576,0.000000000051573,0.00000000037597,0.00000000010943,0.0000027227,0.00000072371,2024-03-14
28,68,Ni,92,235,U,0,0.0000000014622,0.00000000033316,0.0000000025432,0.00000000050998,0.0000043278,0.0000012201,2024-03-14
28,69,Ni,92,235,U,0,0.0000000033182,0.0000000006274,0.000000004863,0.00000000094385,0.0000013533,0.00000048519,2024-03-14
28,69,Ni,92,235,U,1,0.0000000033182,0.0000000006274,0.000000004863,0.00000000094385,0.0000013533,0.00000048519,2024-03-14
28,70,Ni,92,235,U,0,0.000000025142,0.0000000044058,0.000000027888,0.0000000066813,0.0000023299,0.00000085963,2024-03-14
28,71,Ni,92,235,U,0,0.000000055952,0.000000013699,0.00000004297,0.000000014464,0.00000079952,0.00000030373,2024-03-14
28,72,Ni,92,235,U,0,0.00000009899,0.00000003023,0.000000049848,0.00000001851,0.00000030314,0.00000011308,2024-03-14
28,73,Ni,92,235,U,0,0.000000074109,0.000000028607,0.000000027701,0.000000010755,0.000000090535,0.000000033381,2024-03-14
28,74,Ni,92,235,U,0,0.000000050232,0.000000020143,0.000000010706,0.0000000043018,0.000000029107,0.000000011105,2024-03-14
28,75,Ni,92,235,U,0,0.00000001366,0.0000000052645,0.0000000021473,0.00000000084366,0.000000003669,0.0000000014316,2024-03-14
28,76,Ni,92,235,U,0,0.0000000070615,0.0000000026935,0.00000000028974,0.00000000011274,0.00000000064331,0.00000000024723,2024-03-14
28,77,Ni,92,235,U,0,0.00000000056068,0.00000000020299,0.000000000018116,0.0000000000071155,0.000000000046104,0.000000000016907,2024-03-14
28,78,Ni,92,235,U,0,0.000000000043132,0.000000000015106,,,0.0000000000045993,0.0000000000018046,2024-03-14
29,65,Cu,92,235,U,0,0,0,0,0,0.000000199,0.000000069415,2024-03-14
29,66,Cu,92,235,U,0,0,0,0,0,0.00000065722,0.0000002352,2024-03-14
29,67,Cu,92,235,U,0,0.0000000000017997,0.00000000000069448,0.000000000012112,0.0000000000047227,0.0000030743,0.00000075879,2024-03-14
29,68,Cu,92,235,U,0,0.000000000011663,0.0000000000045236,0.000000000059936,0.000000000023079,0.00000097692,0.00000024562,2024-03-14
29,68,Cu,92,235,U,3,0.000000000027318,0.000000000010595,0.00000000016337,0.000000000062907,0.0000044115,0.0000011092,2024-03-14
29,69,Cu,92,235,U,0,0.00000000070641,0.00000000027137,0.0000000031154,0.0000000010769,0.000012284,0.0000025263,2024-03-14
29,70,Cu,92,235,U,0,0.00000000042598,0.00000000015753,0.0000000014602,0.00000000041126,0.00000053464,0.00000015271,2024-03-14
29,70,Cu,92,235,U,1,0.0000000047457,0.000000001755,0.000000018649,0.0000000052522,0.000010866,0.0000031036,2024-03-14
29,70,Cu,92,235,U,3,0.00000000042598,0.00000000015753,0.0000000014602,0.00000000041126,0.00000053464,0.00000015271,2024-03-14
29,71,Cu,92,235,U,0,0.000000045778,0.000000012679,0.00000011498,0.000000022813,0.000015449,0.0000045456,2024-03-14
29,72,Cu,92,235,U,0,0.00000016542,0.000000039884,0.00000033522,0.000000072203,0.0000068726,0.0000023632,2024-03-14
29,73,Cu,92,235,U,0,0.0000004766,0.00000013232,0.00000072248,0.00000020095,0.0000080451,0.0000028273,2024-03-14
29,74,Cu,92,235,U,0,0.00000072636,0.00000025699,0.00000080855,0.00000029397,0.0000031403,0.0000011859,2024-03-14
29,75,Cu,92,235,U,0,0.00000084969,0.00000030686,0.00000071522,0.00000027215,0.0000015969,0.00000062115,2024-03-14
29,76,Cu,92,235,U,0,0.0000005455,0.0000002052,0.00000015419,0.00000005968,0.00000017399,0.000000066835,2024-03-14
29,76,Cu,92,235,U,1,0.0000005455,0.0000002052,0.00000015419,0.00000005968,0.00000017399,0.000000066835,2024-03-14
29,77,Cu,92,235,U,0,0.00000040237,0.00000014515,0.000000091152,0.00000003578,0.00000010247,0.000000037575,2024-03-14
29,78,Cu,92,235,U,0,0.000000082898,0.000000029021,0.000000012676,0.000000004813,0.000000013203,0.0000000051802,2024-03-14
29,79,Cu,92,235,U,0,0.000000013638,0.0000000044636,0.0000000011339,0.00000000042465,0.0000000023477,0.00000000089194,2024-03-14
29,80,Cu,92,235,U,0,0.00000000095252,0.00000000029715,0.000000000040232,0.000000000014898,0.00000000013494,0.000000000050793,2024-03-14
30,66,Zn,92,235,U,0,0,0,0,0,0.000000051487,0.000000020735,2024-03-14
30,67,Zn,92,235,U,0,0,0,0,0,0.00000027836,0.00000010353,2024-03-14
30,68,Zn,92,235,U,0,0,0,0,0,0.0000018135,0.00000062305,2024-03-14
30,69,Zn,92,235,U,0,0.0000000000015328,0.00000000000061456,0.0000000000068341,0.0000000000027124,0.00000051448,0.00000017172,2024-03-14
30,69,Zn,92,235,U,1,0.0000000000066291,0.0000000000026578,0.000000000033942,0.000000000013472,0.0000040955,0.000001367,2024-03-14
30,70,Zn,92,235,U,0,0.00000000028197,0.00000000011474,0.0000000011652,0.00000000045147,0.000016214,0.0000038805,2024-03-14
30,71,Zn,92,235,U,0,0.00000000098927,0.00000000037476,0.0000000027795,0.0000000010415,0.0000025825,0.00000061256,2024-03-14
30,71,Zn,92,235,U,1,0.0000000042784,0.0000000016208,0.000000013804,0.0000000051726,0.000020558,0.0000048763,2024-03-14
30,72,Zn,92,235,U,0,0.000000074339,0.000000024238,0.00000017338,0.000000054354,0.000037511,0.0000054054,2024-03-14
30,73,Zn,92,235,U,0,0.000000043619,0.0000000126,0.000000078635,0.000000019095,0.0000028475,0.00000068983,2024-03-14
30,73,Zn,92,235,U,-2,0.000000059629,0.000000017224,0.00000010876,0.000000026411,0.0000040508,0.00000098136,2024-03-14
30,73,Zn,92,235,U,1,0.00000033779,0.000000097576,0.00000070932,0.00000017225,0.000042623,0.000010326,2024-03-14
30,74,Zn,92,235,U,0,0.0000024645,0.00000045241,0.0000034994,0.00000064034,0.000072867,0.000020164,2024-03-14
30,75,Zn,92,235,U,0,0.0000059628,0.00000084783,0.0000079226,0.0000017382,0.000043441,0.000015443,2024-03-14
30,76,Zn,92,235,U,0,0.000030264,0.0000059085,0.000013526,0.0000038687,0.000037078,0.000013538,2024-03-14
30,77,Zn,92,235,U,0,0.000022506,0.0000061315,0.000010399,0.0000037493,0.00001223,0.0000044262,2024-03-14
30,77,Zn,92,235,U,2,0.0000034404,0.00000093732,0.0000013845,0.0000004992,0.0000010188,0.00000036873,2024-03-14
30,78,Zn,92,235,U,0,0.000024403,0.00000753,0.0000074835,0.0000027779,0.0000070442,0.0000027545,2024-03-14
30,79,Zn,92,235,U,0,0.000010291,0.000003256,0.0000022488,0.00000083964,0.0000016243,0.0000006168,2024-03-14
30,80,Zn,92,235,U,0,0.0000035855,0.0000011067,0.00000041188,0.00000015247,0.0000004176,0.00000015717,2024-03-14
30,81,Zn,92,235,U,0,0.00000033417,0.00000011244,0.0000000381,0.000000012742,0.000000039133,0.000000015161,2024-03-14
30,82,Zn,92,235,U,0,0.000000026192,0.0000000090907,0.0000000022541,0.00000000069952,0.0000000048684,0.0000000018368,2024-03-14
30,83,Zn,92,235,U,0,0.0000000008719,0.00000000030737,0.000000000043937,0.000000000015139,0.00000000023838,0.00000000008541,2024-03-14
31,69,Ga,92,235,U,0,0,0,0,0,0.00000028302,0.00000010975,2024-03-14
31,71,Ga,92,235,U,0,0.000000000013978,0.0000000000054526,0.00000000008577,0.000000000034021,0.0000061126,0.0000021471,2024-03-14
31,72,Ga,92,235,U,0,0.0000000004384,0.00000000016714,0.0000000024502,0.00000000095839,0.000010411,0.0000033726,2024-03-14
31,72,Ga,92,235,U,-2,0.000000000049361,0.000000000018819,0.00000000024084,0.000000000094208,0.00000064334,0.00000020841,2024-03-14
31,73,Ga,92,235,U,0,0.000000012375,0.0000000049505,0.000000056347,0.000000021656,0.00005284,0.000012224,2024-03-14
31,74,Ga,92,235,U,0,0.00000007722,0.000000030436,0.00000028762,0.0000001079,0.000042852,0.000010878,2024-03-14
31,74,Ga,92,235,U,2,0.00000007722,0.000000030436,0.00000028762,0.0000001079,0.000042852,0.000010878,2024-03-14
31,75,Ga,92,235,U,0,0.0000014288,0.00000049096,0.0000046008,0.0000014007,0.00018611,0.000037944,2024-03-14
31,76,Ga,92,235,U,0,0.000014676,0.0000044878,0.000018802,0.000004397,0.00017905,0.000050159,2024-03-14
31,77,Ga,92,235,U,0,0.000046672,0.0000083962,0.000057791,0.000010892,0.00024105,0.000064278,2024-03-14
31,78,Ga,92,235,U,0,0.00010162,0.000019274,0.000097787,0.000024251,0.00015348,0.000055636,2024-03-14
31,79,Ga,92,235,U,0,0.00020606,0.000037053,0.00012393,0.000038199,0.00014441,0.000052422,2024-03-14
31,80,Ga,92,235,U,0,0.0001844,0.000037771,0.000073792,0.000025884,0.000048902,0.000018225,2024-03-14
31,81,Ga,92,235,U,0,0.00007594,0.000020785,0.000033534,0.000011013,0.000020133,0.0000077782,2024-03-14
31,82,Ga,92,235,U,0,0.000014549,0.0000048145,0.00000698,0.000002159,0.0000033908,0.0000012788,2024-03-14
31,83,Ga,92,235,U,0,0.000002391,0.00000083609,0.00000070858,0.00000024404,0.00000074522,0.00000026698,2024-03-14
31,84,Ga,92,235,U,0,0.00000016714,0.000000062194,0.000000041544,0.000000014381,0.000000050782,0.000000019833,2024-03-14
31,85,Ga,92,235,U,0,0.0000000080472,0.0000000030052,0.0000000011735,0.00000000041853,0.000000004677,0.0000000018822,2024-03-14
31,86,Ga,92,235,U,0,0.00000000018249,0.00000000006654,0.000000000018075,0.0000000000064103,0.00000000017253,0.000000000068655,2024-03-14
32,72,Ge,92,235,U,0,0,0,0.0000000000016568,0.0000000000006499,0.00000081461,0.00000030209,2024-03-14
32,73,Ge,92,235,U,0,0.000000000026248,0.000000000010572,0.000000000093195,0.000000000036532,0.000004005,0.0000014387,2024-03-14
32,73,Ge,92,235,U,2,0.0000000000060691,0.0000000000024446,0.000000000018765,0.0000000000073556,0.0000005031,0.00000018072,2024-03-14
32,74,Ge,92,235,U,0,0.0000000018457,0.00000000074601,0.0000000051146,0.0000000020564,0.000027218,0.0000094224,2024-03-14
32,75,Ge,92,235,U,0,0.0000000055078,0.0000000021187,0.000000014193,0.0000000055474,0.0000050726,0.0000017056,2024-03-14
32,75,Ge,92,235,U,2,0.000000036029,0.000000013859,0.0000001066,0.000000041665,0.00006089,0.000020474,2024-03-14
32,76,Ge,92,235,U,0,0.000001778,0.00000066711,0.000001959,0.00000073646,0.00022977,0.000055775,2024-03-14
32,77,Ge,92,235,U,0,0.000010202,0.0000034271,0.000013622,0.0000047698,0.00031468,0.000066708,2024-03-14
32,77,Ge,92,235,U,1,0.0000015595,0.0000005239,0.0000018137,0.00000063508,0.000026215,0.0000055572,2024-03-14
32,78,Ge,92,235,U,0,0.00007686,0.000019348,0.000092656,0.000023792,0.00080716,0.00015384,2024-03-14
32,79,Ge,92,235,U,0,0.000032779,0.0000061267,0.000034344,0.0000065238,0.000068471,0.000017904,2024-03-14
32,79,Ge,92,235,U,1,0.00021442,0.000040077,0.00025795,0.000048998,0.00082192,0.00021492,2024-03-14
32,80,Ge,92,235,U,0,0.00090087,0.000087126,0.00070427,0.00011378,0.001239,0.00033926,2024-03-14
32,81,Ge,92,235,U,0,0.00092591,0.00015035,0.00085346,0.00015717,0.00057567,0.0002035,2024-03-14
32,81,Ge,92,235,U,1,0.00021409,0.000034765,0.00017184,0.000031646,0.000072315,0.000025563,2024-03-14
32,82,Ge,92,235,U,0,0.0012173,0.0002471,0.00098994,0.00020156,0.00046709,0.00016657,2024-03-14
32,83,Ge,92,235,U,0,0.00053741,0.00016441,0.00030915,0.000090462,0.00013461,0.000047581,2024-03-14
32,84,Ge,92,235,U,0,0.00018246,0.000065933,0.000083502,0.000027653,0.000040206,0.000015644,2024-03-14
32,85,Ge,92,235,U,0,0.000024374,0.0000090771,0.0000081722,0.0000029008,0.0000050261,0.0000020218,2024-03-14
32,86,Ge,92,235,U,0,0.0000028497,0.0000010388,0.00000065804,0.00000023329,0.00000083245,0.00000033123,2024-03-14
32,87,Ge,92,235,U,0,0.00000013594,0.000000048515,0.000000022237,0.0000000080051,0.000000052326,0.000000019862,2024-03-14
32,88,Ge,92,235,U,0,0.0000000049033,0.000000001747,0.00000000057353,0.00000000020118,0.000000005092,0.0000000019538,2024-03-14
32,89,Ge,92,235,U,0,0.00000000006777,0.000000000024847,0.0000000000052795,0.0000000000019065,0.00000000015244,0.000000000054295,2024-03-14
33,75,As,92,235,U,0,0.0000000000057027,0.0000000000021999,0.000000000018964,0.0000000000074513,0.00000053065,0.00000020552,2024-03-14
33,75,As,92,235,U,4,0.000000000018657,0.0000000000071973,0.000000000071815,0.000000000028218,0.0000032788,0.0000012699,2024-03-14
33,76,As,92,235,U,0,0.0000000026975,0.000000001029,0.0000000047098,0.0000000018324,0.000015376,0.0000057897,2024-03-14
33,77,As,92,235,U,0,0.000000082988,0.000000030033,0.00000016395,0.00000006433,0.000084957,0.000028462,2024-03-14
33,78,As,92,235,U,0,0.0000015145,0.00000052918,0.0000029089,0.0000010967,0.00022897,0.000079553,2024-03-14
33,79,As,92,235,U,0,0.000023404,0.0000076072,0.000035971,0.000013041,0.00094703,0.00023934,2024-03-14
33,80,As,92,235,U,0,0.00018041,0.000054508,0.00020559,0.000070851,0.0015618,0.00037917,2024-03-14
33,81,As,92,235,U,0,0.00069998,0.00017752,0.00088067,0.00022011,0.0033144,0.00062592,2024-03-14
33,82,As,92,235,U,0,0.00037166,0.000070396,0.00048719,0.000089338,0.00045231,0.00011149,2024-03-14
33,82,As,92,235,U,1,0.0011215,0.00021243,0.0016975,0.00031128,0.0025591,0.00063076,2024-03-14
33,83,As,92,235,U,0,0.002744,0.00050813,0.0034226,0.00054778,0.0036701,0.00084171,2024-03-14
33,84,As,92,235,U,0,0.0011335,0.00031525,0.001637,0.00036545,0.00066795,0.00023028,2024-03-14
33,84,As,92,235,U,-2,0.0011335,0.00031525,0.001637,0.00036545,0.00066795,0.00023028,2024-03-14
33,85,As,92,235,U,0,0.0014083,0.00046884,0.0015025,0.00045413,0.0006987,0.00026602,2024-03-14
33,86,As,92,235,U,0,0.00044233,0.00015891,0.00039758,0.00013644,0.0001506,0.000059338,2024-03-14
33,87,As,92,235,U,0,0.0001057,0.000037639,0.000067173,0.000024059,0.000041623,0.000015764,2024-03-14
33,88,As,92,235,U,0,0.000010704,0.0000038134,0.0000061869,0.0000021694,0.0000054569,0.0000020933,2024-03-14
33,89,As,92,235,U,0,0.00000078197,0.0000002867,0.00000030595,0.00000011048,0.00000074797,0.0000002664,2024-03-14
33,90,As,92,235,U,0,0.00000002373,0.0000000089731,0.0000000077925,0.0000000028808,0.000000042638,0.000000015495,2024-03-14
33,91,As,92,235,U,0,0.00000000056311,0.00000000020344,0.00000000011871,0.000000000042865,0.0000000030492,0.0000000011034,2024-03-14
33,92,As,92,235,U,0,0.0000000000050887,0.0000000000017806,,,0.000000000084845,0.000000000032426,2024-03-14
34,76,Se,92,235,U,0,0,0,0,0,0.00000022843,0.000000087764,2024-03-14
34,77,Se,92,235,U,0,0.000000000006237,0.0000000000022581,0.00000000000538,0.0000000000021131,0.00000011681,0.000000042775,2024-03-14
34,77,Se,92,235,U,1,0.000000000040799,0.000000000014771,0.000000000040407,0.000000000015871,0.0000014022,0.00000051347,2024-03-14
34,78,Se,92,235,U,0,0.0000000041484,0.0000000014529,0.0000000039082,0.000000001484,0.000016211,0.0000063179,2024-03-14
34,79,Se,92,235,U,0,0.00000014913,0.000000048809,0.00000014241,0.000000053326,0.000074215,0.000027648,2024-03-14
34,79,Se,92,235,U,1,0.000000022798,0.0000000074615,0.000000018961,0.0000000071001,0.0000061826,0.0000023032,2024-03-14
34,80,Se,92,235,U,0,0.0000064503,0.0000020105,0.0000045837,0.0000016958,0.00051464,0.0001785,2024-03-14
34,81,Se,92,235,U,0,0.0000085771,0.0000028484,0.0000077914,0.0000025926,0.000094756,0.000032548,2024-03-14
34,81,Se,92,235,U,1,0.000056107,0.000018633,0.000058519,0.000019472,0.0011374,0.0003907,2024-03-14
34,82,Se,92,235,U,0,0.00055667,0.00016936,0.00061588,0.00018418,0.0039766,0.00096176,2024-03-14
34,83,Se,92,235,U,0,0.001805,0.00040071,0.0017083,0.00044076,0.0048651,0.0010468,2024-03-14
34,83,Se,92,235,U,1,0.00041735,0.000092653,0.00034397,0.000088744,0.00061116,0.0001315,2024-03-14
34,84,Se,92,235,U,0,0.007133,0.00070476,0.0065524,0.00085425,0.0082873,0.0017481,2024-03-14
34,85,Se,92,235,U,0,0.009583,0.00094717,0.008735,0.0010931,0.0053785,0.0017583,2024-03-14
34,86,Se,92,235,U,0,0.012253,0.0016467,0.010268,0.0017754,0.0048542,0.0017089,2024-03-14
34,87,Se,92,235,U,0,0.0071313,0.0017691,0.0054606,0.0015224,0.0018888,0.00071447,2024-03-14
34,88,Se,92,235,U,0,0.0033929,0.0010921,0.0023539,0.00077053,0.0010816,0.0004201,2024-03-14
34,89,Se,92,235,U,0,0.00068739,0.00024933,0.00040616,0.00014536,0.00020697,0.000073901,2024-03-14
34,90,Se,92,235,U,0,0.00010276,0.000038819,0.000051272,0.000018936,0.000050759,0.00001846,2024-03-14
34,91,Se,92,235,U,0,0.0000068618,0.0000024788,0.0000027977,0.0000010101,0.0000048754,0.0000017645,2024-03-14
34,92,Se,92,235,U,0,0.00000032691,0.00000011439,0.00000010424,0.000000037537,0.00000061577,0.00000023534,2024-03-14
34,93,Se,92,235,U,0,0.0000000060408,0.0000000021491,0.0000000015399,0.00000000056348,0.000000027565,0.000000010343,2024-03-14
34,94,Se,92,235,U,0,0.000000000090281,0.000000000033555,0.000000000020123,0.0000000000071471,0.0000000017176,0.00000000070325,2024-03-14
35,79,Br,92,235,U,0,0.0000000000053452,0.0000000000017496,0.0000000000037011,0.000000000001386,0.00000013933,0.00000005292,2024-03-14
35,79,Br,92,235,U,1,0.000000000017488,0.0000000000057241,0.000000000014016,0.000000000005249,0.00000086087,0.00000032698,2024-03-14
35,80,Br,92,235,U,0,0.00000000060515,0.00000000018878,0.00000000040392,0.00000000014957,0.000001277,0.00000048002,2024-03-14
35,80,Br,92,235,U,2,0.0000000018261,0.00000000056967,0.0000000014074,0.00000000052113,0.0000072252,0.0000027159,2024-03-14
35,81,Br,92,235,U,0,0.00000012301,0.000000041439,0.00000013348,0.000000044642,0.000087599,0.000033654,2024-03-14
35,82,Br,92,235,U,0,0.0000019988,0.00000069344,0.0000031896,0.00000098971,0.0003037,0.00011142,2024-03-14
35,82,Br,92,235,U,1,0.00000085338,0.00000029606,0.0000011702,0.00000036309,0.000067253,0.000024673,2024-03-14
35,83,Br,92,235,U,0,0.000051935,0.000018188,0.000069149,0.000023721,0.0021212,0.00065604,2024-03-14
35,84,Br,92,235,U,0,0.0001977,0.00007169,0.00031991,0.00010782,0.0019807,0.0006089,2024-03-14
35,84,Br,92,235,U,1,0.0001977,0.00007169,0.00031991,0.00010782,0.0019807,0.0006089,2024-03-14
35,85,Br,92,235,U,0,0.002192,0.00071417,0.0030408,0.00090873,0.010449,0.0021961,2024-03-14
35,86,Br,92,235,U,0,0.0061789,0.0015636,0.0087363,0.0017903,0.011071,0.0024808,2024-03-14
35,87,Br,92,235,U,0,0.014106,0.0021321,0.017252,0.0020259,0.014753,0.0027358,2024-03-14
35,88,Br,92,235,U,0,0.01475,0.0030371,0.020506,0.0032534,0.0098064,0.0028834,2024-03-14
35,89,Br,92,235,U,0,0.012944,0.0033216,0.015438,0.0035439,0.0076404,0.0022538,2024-03-14
35,90,Br,92,235,U,0,0.0047609,0.0016702,0.0060265,0.0019975,0.0023614,0.00082798,2024-03-14
35,91,Br,92,235,U,0,0.0015107,0.00053492,0.0015675,0.00055262,0.0009665,0.00034504,2024-03-14
35,92,Br,92,235,U,0,0.00019972,0.000069699,0.00020584,0.000073898,0.00016473,0.00006286,2024-03-14
35,93,Br,92,235,U,0,0.000019259,0.0000068502,0.000016074,0.0000058807,0.000033469,0.000012555,2024-03-14
35,94,Br,92,235,U,0,0.00000079969,0.00000029722,0.00000074047,0.000000263,0.0000027373,0.0000011207,2024-03-14
35,95,Br,92,235,U,0,0.000000029967,0.00000001105,0.000000021937,0.0000000079804,0.00000033683,0.0000001201,2024-03-14
35,96,Br,92,235,U,0,0.00000000049347,0.0000000001776,0.00000000031667,0.00000000011273,0.000000015931,0.000000006628,2024-03-14
35,97,Br,92,235,U,0,0.0000000000071584,0.0000000000025354,0.0000000000033428,0.0000000000012086,0.0000000012579,0.00000000045649,2024-03-14
36,80,Kr,92,235,U,0,0,0,0,0,0.000000027733,0.000000010438,2024-03-14
36,81,Kr,92,235,U,0,0.000000000015688,0.000000000005285,0.0000000000055605,0.0000000000018597,0.00000035419,0.00000013722,2024-03-14
36,81,Kr,92,235,U,2,0.0000000000023982,0.00000000000080792,,,0.000000029507,0.000000011431,2024-03-14
36,82,Kr,92,235,U,0,0.0000000021699,0.00000000075321,0.000000001076,0.00000000033393,0.0000070126,0.0000026444,2024-03-14
36,83,Kr,92,235,U,0,0.000000090008,0.000000031731,0.000000050736,0.000000017482,0.000045653,0.000016304,2024-03-14
36,83,Kr,92,235,U,2,0.000000020812,0.000000007337,0.000000010216,0.0000000035199,0.0000057349,0.0000020481,2024-03-14
36,84,Kr,92,235,U,0,0.0000041467,0.0000015435,0.0000028105,0.00000097283,0.0003841,0.00014679,2024-03-14
36,85,Kr,92,235,U,0,0.000048531,0.000018067,0.000036959,0.000013157,0.0010898,0.00041432,2024-03-14
36,85,Kr,92,235,U,1,0.000011222,0.0000041776,0.0000074416,0.0000026491,0.0001369,0.000052047,2024-03-14
36,86,Kr,92,235,U,0,0.00075002,0.00026518,0.00056229,0.00019586,0.0054351,0.0017017,2024-03-14
