z_daughter,a_daughter,element_daughter,z_parent,a_parent,element_parent,daughter_level_idx,independent_thermal_fy,unc_it,independent_fast_fy,unc_if,independent_14mev_fy,unc_i14,Extraction_date
36,87,Kr,92,235,U,0,0.003972,0.0012337,0.003097,0.0010233,0.0089668,0.0023914,2024-03-14
36,88,Kr,92,235,U,0,0.016512,0.003063,0.01361,0.0031194,0.023772,0.0037549,2024-03-14
36,89,Kr,92,235,U,0,0.031457,0.0036391,0.026387,0.0037382,0.021946,0.0035598,2024-03-14
36,90,Kr,92,235,U,0,0.045023,0.0036622,0.038249,0.0039035,0.025603,0.0039633,2024-03-14
36,91,Kr,92,235,U,0,0.032779,0.0050276,0.027973,0.0048128,0.012684,0.0033919,2024-03-14
36,92,Kr,92,235,U,0,0.01944,0.0044677,0.016247,0.0041687,0.0090519,0.002939,2024-03-14
36,93,Kr,92,235,U,0,0.0049556,0.0016436,0.0041706,0.0014281,0.0024255,0.00087849,2024-03-14
36,94,Kr,92,235,U,0,0.0009782,0.00035922,0.00090741,0.00031788,0.00082627,0.00033449,2024-03-14
36,95,Kr,92,235,U,0,0.00010048,0.000037011,0.000093015,0.000033788,0.00013301,0.000047318,2024-03-14
36,96,Kr,92,235,U,0,0.000008156,0.000002935,0.0000066427,0.0000023644,0.000026483,0.000011014,2024-03-14
36,97,Kr,92,235,U,0,0.00000032214,0.00000011409,0.00000024127,0.000000087235,0.0000026662,0.00000096749,2024-03-14
36,98,Kr,92,235,U,0,0.0000000095985,0.0000000034021,0.0000000070608,0.000000002456,0.00000031742,0.00000013356,2024-03-14
36,99,Kr,92,235,U,0,0.00000000013667,0.000000000050118,0.000000000084521,0.000000000030463,0.000000018393,0.0000000065051,2024-03-14
36,100,Kr,92,235,U,0,0.0000000000014278,0.0000000000005464,,,0.0000000010534,0.00000000045301,2024-03-14
37,83,Rb,92,235,U,0,0.0000000000012143,0.00000000000042807,0.00000000000032523,0.00000000000011206,0.000000030136,0.000000010797,2024-03-14
37,83,Rb,92,235,U,2,0.0000000000029315,0.0000000000010334,,,0.00000013831,0.000000049557,2024-03-14
37,84,Rb,92,235,U,0,0.00000000015929,0.000000000059305,0.000000000067336,0.00000000002331,0.00000037075,0.00000014479,2024-03-14
37,84,Rb,92,235,U,2,0.00000000028652,0.00000000010667,0.00000000014126,0.000000000048901,0.000001297,0.00000050652,2024-03-14
37,85,Rb,92,235,U,0,0.000000032958,0.000000012308,0.000000017111,0.0000000061028,0.000022796,0.0000091644,2024-03-14
37,86,Rb,92,235,U,0,0.00000040789,0.00000014872,0.00000024603,0.000000087253,0.000027861,0.000011033,2024-03-14
37,86,Rb,92,235,U,2,0.00000073371,0.00000026751,0.00000051615,0.00000018305,0.000097469,0.000038599,2024-03-14
37,87,Rb,92,235,U,0,0.000029159,0.000010398,0.000020432,0.000007352,0.0008698,0.00032166,2024-03-14
37,88,Rb,92,235,U,0,0.00030572,0.00010828,0.00028477,0.000099412,0.0027972,0.0010143,2024-03-14
37,89,Rb,92,235,U,0,0.0025565,0.00090396,0.0023662,0.00082566,0.010624,0.0028628,2024-03-14
37,90,Rb,92,235,U,0,0.0008078,0.00027238,0.00079992,0.00025695,0.00083546,0.00021124,2024-03-14
37,90,Rb,92,235,U,-2,0.0071744,0.0024191,0.0081377,0.0026139,0.01352,0.0034184,2024-03-14
37,91,Rb,92,235,U,0,0.02229,0.0048969,0.023436,0.0047756,0.027426,0.0039688,2024-03-14
37,92,Rb,92,235,U,0,0.028709,0.0051386,0.035518,0.0048263,0.02367,0.0052848,2024-03-14
37,93,Rb,92,235,U,0,0.030446,0.0054041,0.037647,0.0049193,0.02621,0.0052279,2024-03-14
37,94,Rb,92,235,U,0,0.013982,0.0041426,0.023506,0.0051662,0.010682,0.0036296,2024-03-14
37,95,Rb,92,235,U,0,0.0064833,0.0022072,0.010554,0.0032144,0.0070361,0.0021792,2024-03-14
37,96,Rb,92,235,U,0,0.00067135,0.00023836,0.0011733,0.00040413,0.00085655,0.00034661,2024-03-14
37,96,Rb,92,235,U,-2,0.00067135,0.00023836,0.0011733,0.00040413,0.00085655,0.00034661,2024-03-14
37,97,Rb,92,235,U,0,0.00024993,0.000088264,0.00039725,0.00014272,0.00069789,0.00025005,2024-03-14
37,98,Rb,92,235,U,0,0.000009913,0.0000035127,0.000019434,0.0000067565,0.000051945,0.000021815,2024-03-14
37,98,Rb,92,235,U,5,0.000009913,0.0000035127,0.000019434,0.0000067565,0.000051945,0.000021815,2024-03-14
37,99,Rb,92,235,U,0,0.0000013822,0.00000050683,0.0000022812,0.00000082218,0.000024973,0.0000088281,2024-03-14
37,100,Rb,92,235,U,0,0.000000039483,0.00000001511,0.000000078677,0.000000028952,0.0000018236,0.00000078425,2024-03-14
37,101,Rb,92,235,U,0,0.00000000094476,0.00000000034493,0.0000000015185,0.00000000054941,0.00000022844,0.000000092535,2024-03-14
37,102,Rb,92,235,U,0,0.0000000000098666,0.0000000000035184,0.000000000014772,0.0000000000052888,0.000000011231,0.0000000043347,2024-03-14
38,84,Sr,92,235,U,0,0,0,0,0,0.0000000013921,0.00000000054368,2024-03-14
38,85,Sr,92,235,U,0,0.0000000000011013,0.00000000000041127,,,0.000000023052,0.0000000092767,2024-03-14
38,86,Sr,92,235,U,0,0.00000000024614,0.00000000008975,0.000000000034935,0.00000000001239,0.00000063013,0.00000025074,2024-03-14
38,87,Sr,92,235,U,0,0.000000014577,0.0000000052025,0.0000000028401,0.0000000010224,0.0000051568,0.0000019571,2024-03-14
38,87,Sr,92,235,U,1,0.0000000033706,0.000000001203,0.00000000057185,0.00000000020586,0.00000064779,0.00000024585,2024-03-14
38,88,Sr,92,235,U,0,0.00000094625,0.00000033713,0.00000024219,0.000000084957,0.00007932,0.000030394,2024-03-14
38,89,Sr,92,235,U,0,0.000021834,0.000008003,0.0000071055,0.0000025658,0.00039143,0.00013847,2024-03-14
38,90,Sr,92,235,U,0,0.00031343,0.00011809,0.00012481,0.000046089,0.0021097,0.00074078,2024-03-14
38,91,Sr,92,235,U,0,0.0021355,0.00074974,0.0010056,0.00035963,0.0048262,0.0016124,2024-03-14
38,92,Sr,92,235,U,0,0.011548,0.0032917,0.0061145,0.0020527,0.01617,0.0045945,2024-03-14
38,93,Sr,92,235,U,0,0.027185,0.0052861,0.016548,0.0045168,0.021437,0.0051047,2024-03-14
38,94,Sr,92,235,U,0,0.047046,0.0046333,0.036346,0.0054201,0.03353,0.0061707,2024-03-14
38,95,Sr,92,235,U,0,0.046674,0.0046793,0.043291,0.0049197,0.026548,0.0045925,2024-03-14
38,96,Sr,92,235,U,0,0.038537,0.0051618,0.03827,0.0054608,0.025401,0.005822,2024-03-14
38,97,Sr,92,235,U,0,0.016751,0.0043107,0.018433,0.0046393,0.012031,0.0033971,2024-03-14
38,98,Sr,92,235,U,0,0.0059608,0.0019375,0.00779,0.0024366,0.0070284,0.0025766,2024-03-14
38,99,Sr,92,235,U,0,0.0010699,0.00038779,0.0014483,0.0005127,0.0020209,0.00068918,2024-03-14
38,100,Sr,92,235,U,0,0.00014573,0.000055694,0.00023631,0.000086745,0.00059681,0.00025395,2024-03-14
38,101,Sr,92,235,U,0,0.0000093508,0.0000034136,0.000015367,0.0000055589,0.000093496,0.000037813,2024-03-14
38,102,Sr,92,235,U,0,0.00000048118,0.00000017159,0.00000073726,0.00000026396,0.000019105,0.0000073713,2024-03-14
38,103,Sr,92,235,U,0,0.0000000085404,0.0000000030858,0.000000014245,0.0000000050919,0.0000015318,0.00000051824,2024-03-14
38,104,Sr,92,235,U,0,0.00000000010041,0.000000000038304,0.00000000019892,0.000000000068436,0.00000015486,0.000000054587,2024-03-14
39,88,Y,92,235,U,0,0.000000000016364,0.0000000000058307,0.0000000000017382,0.00000000000060975,0.000000034708,0.000000013317,2024-03-14
39,88,Y,92,235,U,-2,0.000000000012061,0.0000000000042973,0.000000000001539,0.00000000000053985,0.000000055186,0.000000021174,2024-03-14
39,89,Y,92,235,U,0,0.00000000065118,0.00000000023875,0.000000000086646,0.000000000031289,0.00000022218,0.000000079133,2024-03-14
39,89,Y,92,235,U,1,0.0000000028162,0.0000000010325,0.00000000043033,0.0000000001554,0.0000017687,0.00000062995,2024-03-14
39,90,Y,92,235,U,0,0.000000056516,0.00000002137,0.000000011897,0.000000004398,0.000003577,0.0000012996,2024-03-14
39,90,Y,92,235,U,-2,0.000000080194,0.000000030323,0.000000019896,0.000000007355,0.000010223,0.0000037143,2024-03-14
39,91,Y,92,235,U,0,0.00000086241,0.00000031154,0.00000021537,0.000000077765,0.000014872,0.0000053738,2024-03-14
39,91,Y,92,235,U,1,0.0000037298,0.0000013474,0.0000010696,0.00000038623,0.00011839,0.000042778,2024-03-14
39,92,Y,92,235,U,0,0.000066582,0.000023276,0.000027208,0.0000097953,0.0005785,0.00022006,2024-03-14
39,93,Y,92,235,U,0,0.000096968,0.000034178,0.000041701,0.000015208,0.00024255,0.000088097,2024-03-14
39,93,Y,92,235,U,2,0.00063431,0.00022357,0.0003132,0.00011422,0.0029116,0.0010575,2024-03-14
39,94,Y,92,235,U,0,0.0029393,0.0010548,0.002256,0.000785,0.0056667,0.0021891,2024-03-14
39,95,Y,92,235,U,0,0.01184,0.0036172,0.010138,0.0032161,0.016539,0.0041342,2024-03-14
39,96,Y,92,235,U,0,0.0073414,0.0017554,0.0070322,0.0016739,0.0039169,0.0011565,2024-03-14
39,96,Y,92,235,U,5,0.013206,0.0031576,0.014753,0.0035116,0.013703,0.0040461,2024-03-14
39,97,Y,92,235,U,0,0.0061878,0.00095558,0.0061115,0.00083765,0.0035167,0.00049913,2024-03-14
39,97,Y,92,235,U,1,0.021091,0.003257,0.02259,0.0030962,0.016285,0.0023114,2024-03-14
39,97,Y,92,235,U,29,0.0056672,0.00087519,0.0077634,0.001064,0.01171,0.001662,2024-03-14
39,98,Y,92,235,U,0,0.0046947,0.00095251,0.0066153,0.0009174,0.0024052,0.00062196,2024-03-14
39,98,Y,92,235,U,2,0.019744,0.0040059,0.032071,0.0044475,0.018861,0.0048772,2024-03-14
39,99,Y,92,235,U,0,0.017738,0.0046685,0.027615,0.005287,0.023597,0.0044928,2024-03-14
39,100,Y,92,235,U,0,0.002894,0.0010323,0.0065435,0.0020083,0.0040937,0.0015195,2024-03-14
39,100,Y,92,235,U,4,0.002894,0.0010323,0.0065435,0.0020083,0.0040937,0.0015195,2024-03-14
39,101,Y,92,235,U,0,0.0016868,0.00060166,0.0038087,0.0013173,0.0049882,0.0018597,2024-03-14
39,102,Y,92,235,U,0,0.00011252,0.000039962,0.0002963,0.00010533,0.00062475,0.00023734,2024-03-14
39,102,Y,92,235,U,-2,0.00011252,0.000039962,0.0002963,0.00010533,0.00062475,0.00023734,2024-03-14
39,103,Y,92,235,U,0,0.000019426,0.0000070153,0.000055495,0.000019821,0.00041326,0.00013912,2024-03-14
39,104,Y,92,235,U,0,0.00000062419,0.00000023811,0.0000026645,0.00000091668,0.000053313,0.000018787,2024-03-14
39,105,Y,92,235,U,0,0.000000011876,0.0000000047361,0.000000066371,0.000000021573,0.0000067005,0.0000023951,2024-03-14
39,108,Y,92,235,U,0,0.000000000080322,0.000000000029748,0.000000000017871,0.0000000000068047,0.00000000016797,0.000000000060919,2024-03-14
40,90,Zr,92,235,U,0,0.0000000000015492,0.00000000000058579,0,0,0.0000000019733,0.00000000071707,2024-03-14
40,90,Zr,92,235,U,-2,0.0000000000065152,0.0000000000024636,,,0.000000015474,0.000000005623,2024-03-14
40,91,Zr,92,235,U,0,0.00000000077278,0.00000000027919,0.000000000038135,0.00000000001377,0.00000022496,0.00000008141,2024-03-14
40,92,Zr,92,235,U,0,0.000000058238,0.000000020378,0.0000000042731,0.0000000015387,0.0000043335,0.0000016561,2024-03-14
40,93,Zr,92,235,U,0,0.0000018198,0.0000006474,0.00000020418,0.000000074713,0.000032187,0.000012075,2024-03-14
40,94,Zr,92,235,U,0,0.000034659,0.000012876,0.0000062817,0.000002231,0.00023823,0.000097402,2024-03-14
40,95,Zr,92,235,U,0,0.00035346,0.00012973,0.000093065,0.000033819,0.00087768,0.00030995,2024-03-14
40,96,Zr,92,235,U,0,0.0026209,0.00090758,0.00086544,0.00030476,0.003574,0.0014314,2024-03-14
40,97,Zr,92,235,U,0,0.0093696,0.002825,0.004013,0.0013711,0.0071647,0.0023359,2024-03-14
40,98,Zr,92,235,U,0,0.026841,0.0049466,0.015944,0.0042365,0.01719,0.0050827,2024-03-14
40,99,Zr,92,235,U,0,0.039932,0.0050012,0.028103,0.0052758,0.021308,0.004462,2024-03-14
40,100,Zr,92,235,U,0,0.048958,0.003806,0.045643,0.0050667,0.026793,0.0053865,2024-03-14
40,101,Zr,92,235,U,0,0.031386,0.0043781,0.032542,0.0044062,0.018147,0.0046046,2024-03-14
40,102,Zr,92,235,U,0,0.017649,0.0036851,0.019577,0.0041261,0.016417,0.0041649,2024-03-14
40,103,Zr,92,235,U,0,0.0036968,0.0011893,0.0055261,0.0017597,0.006658,0.0020016,2024-03-14
40,104,Zr,92,235,U,0,0.00054758,0.00020245,0.0012206,0.00041103,0.0034259,0.0011762,2024-03-14
40,105,Zr,92,235,U,0,0.000027769,0.000011039,0.00010266,0.000033302,0.00057273,0.00020376,2024-03-14
40,106,Zr,92,235,U,0,0.000000038497,0.00000001584,0.000000038059,0.00000001402,0.00022042,0.000076131,2024-03-14
40,107,Zr,92,235,U,0,0.000000011713,0.0000000047123,0.000000013288,0.0000000053695,0.000023716,0.000008132,2024-03-14
40,108,Zr,92,235,U,0,0.00000053209,0.00000019694,0.00000023029,0.000000087675,0.0000007387,0.00000026792,2024-03-14
40,109,Zr,92,235,U,0,0.0000000055348,0.0000000020365,0.0000000016845,0.00000000065355,0.0000000086325,0.0000000031132,2024-03-14
40,110,Zr,92,235,U,0,0.000000000039182,0.000000000014553,0.000000000004958,0.0000000000019032,0.000000000048505,0.000000000018707,2024-03-14
41,93,Nb,92,235,U,0,0.000000000064887,0.000000000023084,0.0000000000022207,0.00000000000081262,0.000000036838,0.000000013823,2024-03-14
41,93,Nb,92,235,U,1,0.000000000015003,0.0000000000053376,,,0.0000000046275,0.0000000017364,2024-03-14
41,94,Nb,92,235,U,0,0.0000000024774,0.00000000092079,0.00000000018196,0.000000000064633,0.00000029595,0.00000012117,2024-03-14
41,94,Nb,92,235,U,1,0.0000000017459,0.00000000064891,0.00000000010881,0.000000000038647,0.00000010355,0.000000042397,2024-03-14
41,95,Nb,92,235,U,0,0.00000017529,0.000000064633,0.000000018286,0.0000000066523,0.0000056144,0.0000020017,2024-03-14
41,95,Nb,92,235,U,1,0.000000040531,0.000000014945,0.0000000036818,0.0000000013394,0.00000070528,0.00000025145,2024-03-14
41,96,Nb,92,235,U,0,0.0000042013,0.0000015119,0.0000006878,0.00000024484,0.000032496,0.000013513,2024-03-14
41,97,Nb,92,235,U,0,0.000055298,0.00001957,0.000012249,0.0000044278,0.00023063,0.000083328,2024-03-14
41,97,Nb,92,235,U,1,0.000012786,0.000004525,0.0000024662,0.00000089152,0.000028971,0.000010467,2024-03-14
41,98,Nb,92,235,U,0,0.00011615,0.000040961,0.000039732,0.000013786,0.00011352,0.000047145,2024-03-14
41,98,Nb,92,235,U,1,0.00035049,0.00012361,0.00013844,0.000048033,0.00064229,0.00026673,2024-03-14
41,99,Nb,92,235,U,0,0.0023148,0.0008239,0.0010875,0.00038402,0.0031971,0.0010498,2024-03-14
41,99,Nb,92,235,U,1,0.00053523,0.0001905,0.00021895,0.000077321,0.00040162,0.00013188,2024-03-14
41,100,Nb,92,235,U,0,0.0014254,0.00049546,0.0010017,0.00033725,0.00059946,0.00022983,2024-03-14
41,100,Nb,92,235,U,4,0.0059945,0.0020837,0.0048561,0.001635,0.0047008,0.0018023,2024-03-14
41,101,Nb,92,235,U,0,0.017415,0.0042158,0.015685,0.0039542,0.013712,0.0037736,2024-03-14
41,102,Nb,92,235,U,0,0.0102,0.0019049,0.011465,0.0020764,0.006949,0.0018273,2024-03-14
41,102,Nb,92,235,U,1,0.0102,0.0019049,0.011465,0.0020764,0.006949,0.0018273,2024-03-14
41,103,Nb,92,235,U,0,0.017781,0.0025119,0.02166,0.0024856,0.017841,0.002681,2024-03-14
41,104,Nb,92,235,U,0,0.0030833,0.0007707,0.0058475,0.0011195,0.0048824,0.0012934,2024-03-14
41,104,Nb,92,235,U,4,0.0030833,0.0007707,0.0058475,0.0011195,0.0048824,0.0012934,2024-03-14
41,105,Nb,92,235,U,0,0.0013495,0.0004585,0.0040035,0.0010909,0.0059368,0.0016837,2024-03-14
41,106,Nb,92,235,U,0,0.00021456,0.000085208,0.00033828,0.0001212,0.0032595,0.0011352,2024-03-14
41,107,Nb,92,235,U,0,0.00008647,0.000033485,0.00014063,0.000054934,0.00156,0.00053793,2024-03-14
41,108,Nb,92,235,U,0,0.000036793,0.000013004,0.000050554,0.000018646,0.00012092,0.000043859,2024-03-14
41,109,Nb,92,235,U,0,0.0000026,0.00000095057,0.0000028625,0.0000011074,0.0000097195,0.0000035042,2024-03-14
41,110,Nb,92,235,U,0,0.000000082707,0.000000030711,0.000000055509,0.000000021306,0.00000013978,0.000000053907,2024-03-14
41,111,Nb,92,235,U,0,0.0000000015619,0.000000000569,0.00000000065748,0.00000000024218,0.0000000024742,0.00000000087474,2024-03-14
41,112,Nb,92,235,U,0,0.0000000000089497,0.0000000000032892,0.0000000000028043,0.0000000000010564,0.000000000010255,0.0000000000039256,2024-03-14
42,94,Mo,92,235,U,0,0,0,,,0.00000000010133,0.000000000041489,2024-03-14
42,95,Mo,92,235,U,0,0.0000000000082099,0.0000000000030272,0,0,0.0000000028933,0.0000000010316,2024-03-14
42,96,Mo,92,235,U,0,0.00000000068813,0.00000000024765,0.000000000016576,0.0000000000059008,0.000000046813,0.000000019476,2024-03-14
42,97,Mo,92,235,U,0,0.000000034773,0.000000012316,0.0000000013309,0.00000000048121,0.00000063455,0.00000023026,2024-03-14
42,98,Mo,92,235,U,0,0.00000098239,0.00000034819,0.000000071347,0.000000024817,0.0000056077,0.0000023585,2024-03-14
42,99,Mo,92,235,U,0,0.000017968,0.0000065885,0.0000018816,0.00000067814,0.000043907,0.000015483,2024-03-14
42,100,Mo,92,235,U,0,0.00018213,0.000069651,0.000034969,0.000012857,0.00019084,0.000080879,2024-03-14
42,101,Mo,92,235,U,0,0.0011685,0.00042179,0.00030869,0.00011071,0.00081123,0.00031027,2024-03-14
42,102,Mo,92,235,U,0,0.0045535,0.0014632,0.0017348,0.00058768,0.0025932,0.00085645,2024-03-14
42,103,Mo,92,235,U,0,0.0092728,0.0022014,0.0051943,0.0014854,0.0063301,0.001524,2024-03-14
42,104,Mo,92,235,U,0,0.011247,0.0016326,0.0096287,0.0019866,0.010643,0.002171,2024-03-14
42,105,Mo,92,235,U,0,0.0069257,0.00065825,0.0076536,0.0011675,0.0094741,0.0017134,2024-03-14
42,106,Mo,92,235,U,0,0.0036094,0.0001873,0.0039449,0.0003426,0.013503,0.0022259,2024-03-14
42,107,Mo,92,235,U,0,0.0012094,0.000076272,0.001564,0.0002468,0.0092532,0.0018448,2024-03-14
42,108,Mo,92,235,U,0,0.00036117,0.000055019,0.00047993,0.00010152,0.0034847,0.0010468,2024-03-14
42,109,Mo,92,235,U,0,0.000094058,0.000025855,0.00013171,0.000042685,0.00073259,0.00024891,2024-03-14
42,110,Mo,92,235,U,0,0.000018467,0.0000064929,0.000019704,0.0000073661,0.000061371,0.000023527,2024-03-14
42,111,Mo,92,235,U,0,0.0000015588,0.00000056446,0.0000014242,0.00000052332,0.000003162,0.0000011175,2024-03-14
42,112,Mo,92,235,U,0,0.000000051979,0.000000019097,0.000000042237,0.000000015909,0.000000063273,0.00000002422,2024-03-14
42,113,Mo,92,235,U,0,0.0000000021669,0.00000000079393,0.0000000010328,0.00000000038717,0.0000000024985,0.00000000095925,2024-03-14
42,114,Mo,92,235,U,0,0.000000000032754,0.000000000012045,0.000000000010028,0.0000000000038749,0.000000000094211,0.000000000039635,2024-03-14
43,98,Tc,92,235,U,0,0.000000000054188,0.000000000019206,,,0.0000000028963,0.0000000012186,2024-03-14
43,99,Tc,92,235,U,0,0.0000000029354,0.0000000010764,0.000000000053197,0.000000000019174,0.000000046319,0.000000016382,2024-03-14
43,99,Tc,92,235,U,2,0.00000000067875,0.00000000024889,0.000000000010711,0.0000000000038605,0.0000000058186,0.0000000020579,2024-03-14
43,100,Tc,92,235,U,0,0.00000013178,0.000000050431,0.0000000048581,0.0000000017877,0.00000051258,0.00000022043,2024-03-14
43,101,Tc,92,235,U,0,0.0000029933,0.0000010934,0.00000017175,0.000000062136,0.0000047664,0.00000193,2024-03-14
43,102,Tc,92,235,U,0,0.000020206,0.0000072495,0.0000018619,0.0000006657,0.000015958,0.000006144,2024-03-14
43,102,Tc,92,235,U,1,0.000020206,0.0000072495,0.0000018619,0.0000006657,0.000015958,0.000006144,2024-03-14
43,103,Tc,92,235,U,0,0.00026072,0.000097558,0.000041908,0.000014755,0.00016214,0.000054249,2024-03-14
43,104,Tc,92,235,U,0,0.00077766,0.00031498,0.00030641,0.000095316,0.00058348,0.00019855,2024-03-14
43,105,Tc,92,235,U,0,0.0011437,0.00041109,0.0011128,0.00024535,0.0012048,0.00039547,2024-03-14
43,106,Tc,92,235,U,0,0.00028363,0.00011642,0.00041316,0.00012925,0.0044275,0.0012213,2024-03-14
43,107,Tc,92,235,U,0,0.00010032,0.000039232,0.00014442,0.000053782,0.0069272,0.0015586,2024-03-14
43,108,Tc,92,235,U,0,0.00016911,0.000049355,0.00025712,0.000074369,0.009812,0.0016284,2024-03-14
43,109,Tc,92,235,U,0,0.00016998,0.000029032,0.00029176,0.000057889,0.0071637,0.0012258,2024-03-14
43,110,Tc,92,235,U,0,0.00015054,0.000026452,0.00021716,0.000046007,0.0022545,0.00068851,2024-03-14
43,111,Tc,92,235,U,0,0.000056567,0.000015971,0.000084696,0.000025297,0.00039239,0.00013183,2024-03-14
43,112,Tc,92,235,U,0,0.0000084463,0.0000029432,0.000014121,0.0000051394,0.000026402,0.000010061,2024-03-14
43,113,Tc,92,235,U,0,0.0000015672,0.00000056998,0.0000019144,0.00000071512,0.0000033085,0.0000012696,2024-03-14
43,114,Tc,92,235,U,0,0.00000010151,0.000000037308,0.00000009813,0.000000037912,0.00000030322,0.00000012756,2024-03-14
43,115,Tc,92,235,U,0,0.0000000046045,0.0000000016866,0.0000000028591,0.0000000010728,0.000000030647,0.000000011063,2024-03-14
43,116,Tc,92,235,U,0,0.00000000043987,0.00000000016248,0.00000000018,0.000000000067997,0.0000000040173,0.0000000013945,2024-03-14
43,117,Tc,92,235,U,0,0.000000000015026,0.0000000000055725,0.0000000000055028,0.0000000000022236,0.0000000003513,0.00000000012266,2024-03-14
44,99,Ru,92,235,U,0,0,0,0,0,0.00000000000504,0.0000000000017825,2024-03-14
44,100,Ru,92,235,U,0,0.0000000000033992,0.0000000000013008,0,0,0.00000000011547,0.00000000004966,2024-03-14
44,101,Ru,92,235,U,0,0.00000000028353,0.00000000010352,0.0000000000021765,0.00000000000078748,0.0000000024887,0.0000000010081,2024-03-14
44,102,Ru,92,235,U,0,0.000000013989,0.0000000049884,0.00000000019492,0.000000000069787,0.000000038382,0.000000014813,2024-03-14
44,103,Ru,92,235,U,0,0.00000009941,0.000000035924,0.0000000023559,0.00000000084211,0.00000008039,0.000000027198,2024-03-14
44,103,Ru,92,235,U,5,0.00000023999,0.000000086726,0.0000000065916,0.0000000023562,0.00000036897,0.00000012483,2024-03-14
44,104,Ru,92,235,U,0,0.0000040686,0.0000015548,0.00000024742,0.000000085117,0.0000036573,0.0000012892,2024-03-14
44,105,Ru,92,235,U,0,0.000022629,0.0000091059,0.0000031354,0.000001018,0.000017047,0.0000060941,2024-03-14
44,106,Ru,92,235,U,0,0.000000027725,0.000000011408,0.00000003484,0.000000012834,0.00015103,0.000052182,2024-03-14
44,107,Ru,92,235,U,0,0.0000000093542,0.0000000037633,0.000000012725,0.0000000051421,0.0005211,0.00018012,2024-03-14
44,108,Ru,92,235,U,0,0.0000051062,0.0000018837,0.0000051711,0.0000019595,0.0023143,0.0008527,2024-03-14
44,109,Ru,92,235,U,0,0.000021812,0.0000076636,0.000031486,0.000011686,0.0044781,0.0012218,2024-03-14
44,110,Ru,92,235,U,0,0.000082231,0.000023375,0.00012348,0.000036818,0.0064763,0.0014742,2024-03-14
44,111,Ru,92,235,U,0,0.00012025,0.000018098,0.00021313,0.00002953,0.0045089,0.0010928,2024-03-14
44,112,Ru,92,235,U,0,0.000069387,0.000011861,0.00015722,0.00003052,0.00099907,0.00034454,2024-03-14
44,113,Ru,92,235,U,0,0.000024978,0.0000069225,0.000049286,0.000014812,0.00018897,0.000070735,2024-03-14
44,113,Ru,92,235,U,-2,0.000024978,0.0000069225,0.000049286,0.000014812,0.00018897,0.000070735,2024-03-14
44,114,Ru,92,235,U,0,0.000012477,0.0000042632,0.000023753,0.0000087663,0.000081632,0.000034148,2024-03-14
44,115,Ru,92,235,U,0,0.000002138,0.00000077239,0.0000031701,0.0000011806,0.000018015,0.0000064934,2024-03-14
44,116,Ru,92,235,U,0,0.00000058607,0.00000021589,0.00000066365,0.00000025041,0.0000046344,0.0000016083,2024-03-14
44,117,Ru,92,235,U,0,0.000000059645,0.000000022111,0.000000070355,0.000000028426,0.00000082363,0.00000028757,2024-03-14
44,118,Ru,92,235,U,0,0.0000000061297,0.0000000023418,0.0000000050616,0.000000002042,0.0000001191,0.000000041886,2024-03-14
44,119,Ru,92,235,U,0,0.000000000039054,0.000000000014585,0.000000000015249,0.0000000000062229,0.00000000068544,0.00000000025241,2024-03-14
45,103,Rh,92,235,U,0,0.0000000000020261,0.0000000000007321,0,0,0.0000000000080007,0.000000000002707,2024-03-14
45,103,Rh,92,235,U,1,0.000000000013254,0.000000000004789,0,0,0.000000000096039,0.000000000032494,2024-03-14
45,104,Rh,92,235,U,0,0.00000000016903,0.00000000006448,0.0000000000011132,0.000000000000383,0.00000000029927,0.00000000010549,2024-03-14
45,104,Rh,92,235,U,3,0.00000000051006,0.00000000019458,0.0000000000038789,0.0000000000013345,0.0000000016932,0.00000000059684,2024-03-14
45,105,Rh,92,235,U,0,0.00000001222,0.0000000048734,0.00000000023611,0.000000000076747,0.00000002034,0.0000000072711,2024-03-14
45,105,Rh,92,235,U,1,0.0000000018681,0.000000000745,0.000000000031437,0.000000000010218,0.0000000016945,0.00000000060573,2024-03-14
45,106,Rh,92,235,U,0,0,0,0,0,0.000000092733,0.000000031958,2024-03-14
45,107,Rh,92,235,U,0,0,0,0,0,0.000004314,0.000001479,2024-03-14
45,108,Rh,92,235,U,0,0.0000000016402,0.00000000060747,0.00000000068269,0.00000000025995,0.000013395,0.0000048638,2024-03-14
45,108,Rh,92,235,U,-2,0.0000000049497,0.0000000018331,0.0000000023787,0.00000000090575,0.000075784,0.000027518,2024-03-14
45,109,Rh,92,235,U,0,0.00000014375,0.00000005288,0.00000011951,0.000000046362,0.00062695,0.00022392,2024-03-14
45,110,Rh,92,235,U,0,0.00000007598,0.000000028046,0.000000073193,0.000000027954,0.000042512,0.000014329,2024-03-14
45,111,Rh,92,235,U,0,0.00001839,0.0000062999,0.000028916,0.000010017,0.0060296,0.0011467,2024-03-14
45,112,Rh,92,235,U,0,0.000019522,0.0000053855,0.000045677,0.000013035,0.002005,0.0003957,2024-03-14
45,112,Rh,92,235,U,-2,0.000019522,0.0000053855,0.000045677,0.000013035,0.002005,0.0003957,2024-03-14
45,113,Rh,92,235,U,0,0.000095115,0.000015505,0.00021932,0.00003743,0.0042635,0.0011351,2024-03-14
45,114,Rh,92,235,U,0,0.00003989,0.000006094,0.000099805,0.000020017,0.0010286,0.00037039,2024-03-14
