z_daughter,a_daughter,element_daughter,z_parent,a_parent,element_parent,daughter_level_idx,independent_thermal_fy,unc_it,independent_fast_fy,unc_if,independent_14mev_fy,unc_i14,independent_spontaneous_fy,unc_isf,Extraction_date
33,83,As,96,244,Cm,0,,,,,,,0.000307391,0.00019673,2026-02-19
33,84,As,96,244,Cm,0,,,,,,,4.81602e-05,3.08225e-05,2026-02-19
33,84,As,96,244,Cm,1,,,,,,,4.81602e-05,3.08225e-05,2026-02-19
33,85,As,96,244,Cm,0,,,,,,,5.73802e-05,3.67233e-05,2026-02-19
33,86,As,96,244,Cm,0,,,,,,,7.59002e-06,4.85762e-06,2026-02-19
33,87,As,96,244,Cm,0,,,,,,,1.55e-06,9.92003e-07,2026-02-19
33,88,As,96,244,Cm,0,,,,,,,9.93003e-08,6.35522e-08,2026-02-19
33,89,As,96,244,Cm,0,,,,,,,7.14963e-09,4.57576e-09,2026-02-19
33,90,As,96,244,Cm,0,,,,,,,6.69182e-10,4.28277e-10,2026-02-19
33,91,As,96,244,Cm,0,,,,,,,1.89972e-12,1.21582e-12,2026-02-19
33,92,As,96,244,Cm,0,,,,,,,6.47613e-14,4.14472e-14,2026-02-19
34,72,Se,96,244,Cm,0,,,,,,,0,0,2026-02-19
34,73,Se,96,244,Cm,0,,,,,,,0,0,2026-02-19
34,73,Se,96,244,Cm,1,,,,,,,0,0,2026-02-19
34,74,Se,96,244,Cm,0,,,,,,,0,0,2026-02-19
34,75,Se,96,244,Cm,0,,,,,,,1.02e-12,6.52802e-13,2026-02-19
34,76,Se,96,244,Cm,0,,,,,,,6.76002e-11,4.32641e-11,2026-02-19
34,77,Se,96,244,Cm,0,,,,,,,4.64001e-10,2.96961e-10,2026-02-19
34,77,Se,96,244,Cm,1,,,,,,,3.11001e-09,1.99041e-09,2026-02-19
34,78,Se,96,244,Cm,0,,,,,,,6.40002e-08,4.09601e-08,2026-02-19
34,79,Se,96,244,Cm,0,,,,,,,8.87003e-07,5.67682e-07,2026-02-19
34,79,Se,96,244,Cm,1,,,,,,,1.33e-07,8.51203e-08,2026-02-19
34,80,Se,96,244,Cm,0,,,,,,,1.244e-05,7.96163e-06,2026-02-19
34,81,Se,96,244,Cm,0,,,,,,,1.042e-05,6.66882e-06,2026-02-19
34,81,Se,96,244,Cm,1,,,,,,,6.97302e-05,4.46273e-05,2026-02-19
34,82,Se,96,244,Cm,0,,,,,,,0.000335821,0.000214925,2026-02-19
34,83,Se,96,244,Cm,0,,,,,,,0.000607772,0.000388974,2026-02-19
34,83,Se,96,244,Cm,1,,,,,,,0.00014256,9.12387e-05,2026-02-19
34,84,Se,96,244,Cm,0,,,,,,,0.000809773,0.000518254,2026-02-19
34,85,Se,96,244,Cm,0,,,,,,,0.000560192,0.000358523,2026-02-19
34,85,Se,96,244,Cm,1,,,,,,,0.000560192,0.000358523,2026-02-19
34,86,Se,96,244,Cm,0,,,,,,,0.000548382,0.000350964,2026-02-19
34,87,Se,96,244,Cm,0,,,,,,,0.000287881,0.000184244,2026-02-19
34,88,Se,96,244,Cm,0,,,,,,,7.38802e-05,4.72834e-05,2026-02-19
34,89,Se,96,244,Cm,0,,,,,,,1.45e-05,9.28003e-06,2026-02-19
34,90,Se,96,244,Cm,0,,,,,,,1.50934e-06,9.65975e-07,2026-02-19
34,91,Se,96,244,Cm,0,,,,,,,7.48983e-08,4.79349e-08,2026-02-19
34,92,Se,96,244,Cm,0,,,,,,,3.44995e-09,2.20797e-09,2026-02-19
34,93,Se,96,244,Cm,0,,,,,,,2.64951e-11,1.69568e-11,2026-02-19
34,94,Se,96,244,Cm,0,,,,,,,1e-12,6.40002e-13,2026-02-19
34,95,Se,96,244,Cm,0,,,,,,,1.28154e-13,8.20188e-14,2026-02-19
34,96,Se,96,244,Cm,0,,,,,,,0,0,2026-02-19
35,75,Br,96,244,Cm,0,,,,,,,0,0,2026-02-19
35,77,Br,96,244,Cm,0,,,,,,,6.11002e-14,3.91041e-14,2026-02-19
35,77,Br,96,244,Cm,1,,,,,,,2.04001e-13,1.3056e-13,2026-02-19
35,78,Br,96,244,Cm,0,,,,,,,1.37e-11,8.76803e-12,2026-02-19
35,79,Br,96,244,Cm,0,,,,,,,2.16001e-10,1.3824e-10,2026-02-19
35,79,Br,96,244,Cm,1,,,,,,,7.23002e-10,4.62721e-10,2026-02-19
35,80,Br,96,244,Cm,0,,,,,,,8.45003e-09,5.40802e-09,2026-02-19
35,80,Br,96,244,Cm,1,,,,,,,2.54001e-08,1.62561e-08,2026-02-19
35,81,Br,96,244,Cm,0,,,,,,,9.37003e-07,5.99682e-07,2026-02-19
35,82,Br,96,244,Cm,0,,,,,,,7.23002e-06,4.62721e-06,2026-02-19
35,82,Br,96,244,Cm,1,,,,,,,3.10001e-06,1.98401e-06,2026-02-19
35,83,Br,96,244,Cm,0,,,,,,,8.44303e-05,5.40354e-05,2026-02-19
35,84,Br,96,244,Cm,0,,,,,,,7.54402e-05,4.82818e-05,2026-02-19
35,84,Br,96,244,Cm,1,,,,,,,0.00013412,8.58371e-05,2026-02-19
35,85,Br,96,244,Cm,0,,,,,,,0.000954653,0.000610978,2026-02-19
35,86,Br,96,244,Cm,0,,,,,,,0.000510352,0.000326625,2026-02-19
35,86,Br,96,244,Cm,1,,,,,,,0.000510352,0.000326625,2026-02-19
35,87,Br,96,244,Cm,0,,,,,,,0.00183132,0.00117204,2026-02-19
35,88,Br,96,244,Cm,0,,,,,,,0.00111655,0.000714594,2026-02-19
35,89,Br,96,244,Cm,0,,,,,,,0.000828763,0.000530408,2026-02-19
35,90,Br,96,244,Cm,0,,,,,,,0.000224251,0.00014352,2026-02-19
35,91,Br,96,244,Cm,0,,,,,,,4.53601e-05,2.90305e-05,2026-02-19
35,92,Br,96,244,Cm,0,,,,,,,5.74002e-06,3.67361e-06,2026-02-19
35,93,Br,96,244,Cm,0,,,,,,,4.83975e-07,3.09744e-07,2026-02-19
35,94,Br,96,244,Cm,0,,,,,,,2.00001e-08,1.28e-08,2026-02-19
35,95,Br,96,244,Cm,0,,,,,,,2.34095e-09,1.49821e-09,2026-02-19
35,96,Br,96,244,Cm,0,,,,,,,1.51e-11,9.66403e-12,2026-02-19
35,97,Br,96,244,Cm,0,,,,,,,3.55088e-13,2.27257e-13,2026-02-19
36,77,Kr,96,244,Cm,0,,,,,,,0,0,2026-02-19
36,78,Kr,96,244,Cm,0,,,,,,,0,0,2026-02-19
36,79,Kr,96,244,Cm,0,,,,,,,3.11001e-14,1.99041e-14,2026-02-19
36,79,Kr,96,244,Cm,1,,,,,,,3.11001e-14,1.99041e-14,2026-02-19
36,80,Kr,96,244,Cm,0,,,,,,,1.05e-11,6.72002e-12,2026-02-19
36,81,Kr,96,244,Cm,0,,,,,,,7.70002e-10,4.92802e-10,2026-02-19
36,81,Kr,96,244,Cm,1,,,,,,,1.15e-10,7.36002e-11,2026-02-19
36,82,Kr,96,244,Cm,0,,,,,,,4.26001e-08,2.72641e-08,2026-02-19
36,83,Kr,96,244,Cm,0,,,,,,,7.66002e-07,4.90242e-07,2026-02-19
36,83,Kr,96,244,Cm,1,,,,,,,1.80001e-07,1.152e-07,2026-02-19
36,84,Kr,96,244,Cm,0,,,,,,,9.33003e-06,5.97122e-06,2026-02-19
36,85,Kr,96,244,Cm,0,,,,,,,8.33603e-05,5.33506e-05,2026-02-19
36,85,Kr,96,244,Cm,1,,,,,,,1.95501e-05,1.2512e-05,2026-02-19
36,86,Kr,96,244,Cm,0,,,,,,,0.000382561,0.000244839,2026-02-19
36,87,Kr,96,244,Cm,0,,,,,,,0.00150042,0.000960272,2026-02-19
36,88,Kr,96,244,Cm,0,,,,,,,0.00300292,0.00192187,2026-02-19
36,89,Kr,96,244,Cm,0,,,,,,,0.00494041,0.00316186,2026-02-19
36,90,Kr,96,244,Cm,0,,,,,,,0.00469063,0.00300201,2026-02-19
36,91,Kr,96,244,Cm,0,,,,,,,0.00230699,0.00147647,2026-02-19
36,92,Kr,96,244,Cm,0,,,,,,,0.00112668,0.000721077,2026-02-19
36,93,Kr,96,244,Cm,0,,,,,,,0.000251321,0.000160845,2026-02-19
36,94,Kr,96,244,Cm,0,,,,,,,4.25701e-05,2.72449e-05,2026-02-19
36,95,Kr,96,244,Cm,0,,,,,,,3.90767e-06,2.50091e-06,2026-02-19
36,96,Kr,96,244,Cm,0,,,,,,,3.79001e-07,2.42561e-07,2026-02-19
36,97,Kr,96,244,Cm,0,,,,,,,1.39997e-08,8.9598e-09,2026-02-19
36,98,Kr,96,244,Cm,0,,,,,,,3.43001e-10,2.19521e-10,2026-02-19
36,99,Kr,96,244,Cm,0,,,,,,,4.49884e-12,2.87926e-12,2026-02-19
36,100,Kr,96,244,Cm,0,,,,,,,4.90002e-14,3.13601e-14,2026-02-19
37,79,Rb,96,244,Cm,0,,,,,,,0,0,2026-02-19
37,81,Rb,96,244,Cm,0,,,,,,,2.08001e-14,1.3312e-14,2026-02-19
37,83,Rb,96,244,Cm,0,,,,,,,2.92001e-10,1.86881e-10,2026-02-19
37,84,Rb,96,244,Cm,0,,,,,,,8.16003e-09,5.22242e-09,2026-02-19
37,85,Rb,96,244,Cm,0,,,,,,,3.65001e-07,2.33601e-07,2026-02-19
37,86,Rb,96,244,Cm,0,,,,,,,6.06502e-06,3.88161e-06,2026-02-19
37,86,Rb,96,244,Cm,1,,,,,,,6.06502e-06,3.88161e-06,2026-02-19
37,87,Rb,96,244,Cm,0,,,,,,,5.25902e-05,3.36577e-05,2026-02-19
37,88,Rb,96,244,Cm,0,,,,,,,0.000249211,0.000159495,2026-02-19
37,89,Rb,96,244,Cm,0,,,,,,,0.00139072,0.000890064,2026-02-19
37,90,Rb,96,244,Cm,0,,,,,,,0.000544842,0.000348699,2026-02-19
37,90,Rb,96,244,Cm,1,,,,,,,0.00232266,0.0014865,2026-02-19
37,91,Rb,96,244,Cm,0,,,,,,,0.00464695,0.00297405,2026-02-19
37,92,Rb,96,244,Cm,0,,,,,,,0.00509781,0.0032626,2026-02-19
37,93,Rb,96,244,Cm,0,,,,,,,0.00405964,0.00259817,2026-02-19
37,94,Rb,96,244,Cm,0,,,,,,,0.00170864,0.00109353,2026-02-19
37,95,Rb,96,244,Cm,0,,,,,,,0.000615872,0.000394158,2026-02-19
37,96,Rb,96,244,Cm,0,,,,,,,0.000159951,0.000102368,2026-02-19
37,97,Rb,96,244,Cm,0,,,,,,,2.45401e-05,1.57057e-05,2026-02-19
37,98,Rb,96,244,Cm,0,,,,,,,1.67001e-06,1.0688e-06,2026-02-19
37,99,Rb,96,244,Cm,0,,,,,,,8.21786e-08,5.25943e-08,2026-02-19
37,100,Rb,96,244,Cm,0,,,,,,,2.90001e-09,1.85601e-09,2026-02-19
37,101,Rb,96,244,Cm,0,,,,,,,2.96752e-11,1.89922e-11,2026-02-19
37,102,Rb,96,244,Cm,0,,,,,,,9.57341e-13,6.12698e-13,2026-02-19
38,83,Sr,96,244,Cm,0,,,,,,,0,0,2026-02-19
38,84,Sr,96,244,Cm,0,,,,,,,7.80002e-13,4.99202e-13,2026-02-19
38,85,Sr,96,244,Cm,0,,,,,,,4.90502e-11,3.13921e-11,2026-02-19
38,85,Sr,96,244,Cm,1,,,,,,,4.90502e-11,3.13921e-11,2026-02-19
38,86,Sr,96,244,Cm,0,,,,,,,3.97001e-09,2.54081e-09,2026-02-19
38,87,Sr,96,244,Cm,0,,,,,,,1.31e-07,8.38403e-08,2026-02-19
38,87,Sr,96,244,Cm,1,,,,,,,3.06001e-08,1.95841e-08,2026-02-19
38,88,Sr,96,244,Cm,0,,,,,,,3.06001e-06,1.95841e-06,2026-02-19
38,89,Sr,96,244,Cm,0,,,,,,,4.36601e-05,2.79425e-05,2026-02-19
38,90,Sr,96,244,Cm,0,,,,,,,0.000331541,0.000212186,2026-02-19
38,91,Sr,96,244,Cm,0,,,,,,,0.0012431,0.000795587,2026-02-19
38,92,Sr,96,244,Cm,0,,,,,,,0.00456068,0.00291884,2026-02-19
38,93,Sr,96,244,Cm,0,,,,,,,0.00785637,0.00502807,2026-02-19
38,94,Sr,96,244,Cm,0,,,,,,,0.0110469,0.00353502,2026-02-19
38,95,Sr,96,244,Cm,0,,,,,,,0.00913507,0.00584644,2026-02-19
38,96,Sr,96,244,Cm,0,,,,,,,0.00867019,0.00554892,2026-02-19
38,97,Sr,96,244,Cm,0,,,,,,,0.00337237,0.00215832,2026-02-19
38,98,Sr,96,244,Cm,0,,,,,,,0.000916493,0.000586555,2026-02-19
38,99,Sr,96,244,Cm,0,,,,,,,0.000137178,8.77941e-05,2026-02-19
38,100,Sr,96,244,Cm,0,,,,,,,1.80001e-05,1.152e-05,2026-02-19
38,101,Sr,96,244,Cm,0,,,,,,,1.16997e-06,7.48783e-07,2026-02-19
38,102,Sr,96,244,Cm,0,,,,,,,5.09992e-08,3.26395e-08,2026-02-19
38,103,Sr,96,244,Cm,0,,,,,,,2.23894e-10,1.43292e-10,2026-02-19
